Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID,evo_history,evd_history,ppl_history,pkl_history,team_history
2008-2009,Marek Zidlicky,MIN,D,94.0,53.0,36.0,98.0,117.0,34.0,70.0,159.0,57.0,34.0,185.0,144.0,,32.0,First Pair,76,1680.3,12,30,42,9.21,47.44,51.47,31,1977-02-03,CZE,CZE,71,190,2001,6,176,8469623.0,"[79, 52]","[80, 69]","[36, 81]","[None, 54]","['NSH', 'MIN']"
2008-2009,Mark Eaton,PIT,D,205.0,4.0,,112.0,136.0,61.0,207.0,153.0,210.0,162.0,155.0,186.0,,141.0,Third Pair,68,1208.25,4,5,9,1.87,53.97,51.49,31,1977-05-06,USA,USA,73,215,-,-,-,8467580.0,"[36, 9]","[100, 97]","[None, None]","[4, 69]","['PIT', 'PIT']"
2008-2009,Mark Fistric,DAL,D,142.0,41.0,,51.0,150.0,56.0,104.0,220.0,65.0,17.0,218.0,3.0,,206.0,Third Pair,36,573.31666666667,0,4,4,0.76,48.65,47.80,22,1986-06-01,CAN,CAN,74,225,2004,1,28,8471241.0,"[26, 51]","[90, 74]","[None, None]","[99, 36]","['DAL', 'DAL']"
2008-2009,Mark Giordano,CGY,D,7.0,38.0,102.0,,1.0,49.0,29.0,208.0,24.0,27.0,126.0,73.0,,127.0,Third Pair,58,940.35,2,17,19,3.95,55.07,59.44,24,1983-10-03,CAN,CAN,72,205,-,-,-,8470966.0,"[None, 95]","[None, 82]","[None, 25]","[None, None]","[None, 'CGY']"
2008-2009,Mark Streit,NYI,D,15.0,192.0,25.0,74.0,39.0,194.0,91.0,22.0,1.0,35.0,91.0,109.0,,8.0,First Pair,74,1866.0333333333,16,40,56,10.52,49.55,51.07,30,1977-12-11,CHE,CHE,71,186,2004,9,262,8468309.0,"[95, 92]","[13, 20]","[96, 69]","[8, 84]","['MTL', 'NYI']"
2008-2009,Mark Stuart,BOS,D,137.0,61.0,,118.0,144.0,58.0,117.0,32.0,167.0,122.0,160.0,69.0,,184.0,Third Pair,82,1264.3166666667,5,12,17,3.19,63.51,50.42,24,1984-04-27,USA,USA,74,215,2003,1,21,8470614.0,"[33, 51]","[37, 80]","[None, None]","[15, 49]","['BOS', 'BOS']"
2008-2009,Martin Skoula,MIN,D,225.0,135.0,,94.0,223.0,93.0,204.0,154.0,194.0,229.0,45.0,194.0,,160.0,Second Pair,81,1617.2,4,12,16,1.69,42.86,46.59,28,1979-10-28,CZE,CZE,75,226,1998,1,17,8467343.0,"[6, 3]","[29, 48]","[None, None]","[32, 56]","['MIN', 'MIN']"
2008-2009,Mathieu Schneider,MTL,D,61.0,109.0,29.0,55.0,93.0,199.0,65.0,69.0,54.0,163.0,225.0,131.0,,23.0,Second Pair,67,1406.8166666667,9,23,32,8.16,46.59,45.74,39,1969-06-12,USA,USA,71,192,1987,3,44,8451224.0,"[79, 70]","[52, 53]","[64, 79]","[95, 47]","['ANA', 'ATL']"
2008-2009,Mathieu Schneider,ATL,D,61.0,109.0,29.0,55.0,93.0,199.0,65.0,69.0,54.0,163.0,225.0,131.0,,23.0,Second Pair,67,1406.8166666667,9,23,32,8.16,46.59,45.74,39,1969-06-12,USA,USA,71,192,1987,3,44,8451224.0,"[79, 70]","[52, 53]","[64, 79]","[95, 47]","['ANA', 'ATL']"
2008-2009,Matt Carle,PHI,D,57.0,51.0,95.0,1.0,26.0,104.0,170.0,109.0,35.0,156.0,55.0,212.0,,100.0,Second Pair,76,1626.15,5,21,26,4.49,50.48,51.84,23,1984-09-25,USA,USA,72,197,2003,2,47,8470640.0,"[66, 78]","[83, 68]","[39, 34]","[None, 98]","['SJS', 'TBL']"
2008-2009,Matt Carle,TBL,D,57.0,51.0,95.0,1.0,26.0,104.0,170.0,109.0,35.0,156.0,55.0,212.0,,100.0,Second Pair,76,1626.15,5,21,26,4.49,50.48,51.84,23,1984-09-25,USA,USA,72,197,2003,2,47,8470640.0,"[66, 78]","[83, 68]","[39, 34]","[None, 98]","['SJS', 'TBL']"
2008-2009,Matt Greene,LAK,D,155.0,52.0,,75.0,159.0,55.0,116.0,175.0,122.0,174.0,188.0,17.0,,148.0,Second Pair,82,1618.7833333333,2,12,14,2.27,50.59,52.53,25,1983-05-13,USA,USA,75,236,2002,2,44,8470121.0,"[13, 47]","[16, 90]","[None, None]","[32, 65]","['EDM', 'LAK']"
2008-2009,Matt Hunwick,BOS,D,10.0,173.0,23.0,179.0,101.0,200.0,50.0,3.0,4.0,109.0,159.0,139.0,,84.0,Third Pair,53,900.33333333333,6,21,27,2.97,60.29,46.59,23,1985-05-21,USA,USA,71,194,2004,7,224,8471436.0,"[None, 93]","[None, 27]","[None, 80]","[None, 14]","[None, 'BOS']"
2008-2009,Matt Lashoff,BOS,D,219.0,212.0,51.0,,186.0,138.0,181.0,219.0,226.0,9.0,174.0,195.0,,164.0,Third Pair,28,494.96666666667,0,8,8,1.07,43.48,45.27,21,1986-09-29,USA,USA,74,204,2005,1,22,8471696.0,"[None, 6]","[None, 12]","[None, 58]","[None, None]","[None, 'TBL']"
2008-2009,Matt Lashoff,TBL,D,219.0,212.0,51.0,,186.0,138.0,181.0,219.0,226.0,9.0,174.0,195.0,,164.0,Third Pair,28,494.96666666667,0,8,8,1.07,43.48,45.27,21,1986-09-29,USA,USA,74,204,2005,1,22,8471696.0,"[None, 6]","[None, 12]","[None, 58]","[None, None]","[None, 'TBL']"
2008-2009,Matt Niskanen,DAL,D,99.0,198.0,82.0,66.0,160.0,77.0,84.0,51.0,68.0,54.0,80.0,138.0,,103.0,Second Pair,80,1598.5833333333,6,29,35,4.91,44.83,50.75,21,1986-12-06,USA,USA,73,203,2005,1,28,8471702.0,"[43, 65]","[14, 19]","[23, 55]","[90, 47]","['DAL', 'DAL']"
2008-2009,Matt Smaby,TBL,D,190.0,216.0,,154.0,137.0,211.0,194.0,224.0,142.0,188.0,226.0,14.0,,191.0,Second Pair,43,820.63333333333,0,4,4,0.75,43.86,45.71,23,1984-10-14,USA,USA,78,230,2003,2,41,8470634.0,"[None, 17]","[None, 8]","[None, None]","[None, 31]","[None, 'TBL']"
2008-2009,Matt Walker,CHI,D,49.0,188.0,,143.0,45.0,102.0,22.0,186.0,84.0,94.0,61.0,41.0,,162.0,Third Pair,65,1081.15,1,13,14,2.28,50.00,51.31,28,1980-04-07,CAN,CAN,76,215,1998,3,83,8467408.0,"[53, 87]","[53, 13]","[None, None]","[53, 18]","['STL', 'CHI']"
2008-2009,Mattias Ohlund,VAN,D,133.0,145.0,31.0,9.0,188.0,156.0,52.0,57.0,181.0,67.0,217.0,101.0,,41.0,Second Pair,82,1769.05,6,19,25,6.02,54.46,45.32,31,1976-09-09,SWE,SWE,76,188,1994,1,13,8460503.0,"[83, 27]","[59, 29]","[84, 71]","[92, 92]","['VAN', 'VAN']"
2008-2009,Michal Rozsival,NYR,D,42.0,39.0,69.0,115.0,15.0,96.0,92.0,80.0,106.0,104.0,111.0,153.0,,49.0,First Pair,76,1711.2166666667,8,22,30,8.04,47.25,53.37,29,1978-09-03,CZE,CZE,73,210,1996,4,105,8465058.0,"[85, 81]","[79, 81]","[66, 43]","[47, 39]","['NYR', 'NYR']"
2008-2009,Mike Commodore,CBJ,D,62.0,84.0,101.0,56.0,168.0,141.0,74.0,54.0,23.0,210.0,201.0,29.0,,87.0,First Pair,81,1854.4666666667,5,19,24,4.47,49.56,47.18,28,1979-11-07,CAN,CAN,76,227,1999,2,42,8467915.0,"[96, 49]","[21, 74]","[None, 28]","[64, 66]","['OTT', 'CBJ']"
2008-2009,Mike Green,WSH,D,1.0,187.0,5.0,113.0,2.0,125.0,3.0,4.0,10.0,28.0,64.0,149.0,,1.0,First Pair,68,1752.4833333333,31,42,73,17.2,59.60,55.86,22,1985-10-12,CAN,CAN,73,210,2004,1,29,8471242.0,"[100, 100]","[35, 15]","[81, 96]","[None, 46]","['WSH', 'WSH']"
2008-2009,Mike Komisarek,MTL,D,125.0,95.0,,184.0,61.0,224.0,146.0,123.0,137.0,219.0,195.0,12.0,,62.0,Second Pair,66,1360.8166666667,2,9,11,1.79,48.81,45.46,26,1982-01-19,USA,USA,76,235,2001,1,7,8469460.0,"[65, 40]","[62, 55]","[None, None]","[42, 3]","['MTL', 'MTL']"
2008-2009,Mike Lundin,TBL,D,226.0,23.0,,153.0,200.0,100.0,224.0,226.0,172.0,160.0,4.0,229.0,,215.0,Third Pair,25,416.21666666667,0,2,2,0.24,42.86,46.14,23,1984-09-24,USA,USA,74,190,2004,4,102,8471314.0,"[10, 3]","[66, 91]","[None, None]","[None, 31]","['TBL', 'TBL']"
2008-2009,Mike Mottau,NJD,D,162.0,34.0,,,95.0,19.0,186.0,155.0,141.0,45.0,52.0,187.0,,176.0,Third Pair,80,1422.85,1,14,15,2.74,61.36,56.07,30,1978-03-19,USA,USA,72,195,1997,7,182,8466309.0,"[19, 35]","[58, 87]","[39, None]","[22, None]","['NJD', 'NJD']"
2008-2009,Mike Van Ryn,TOR,D,44.0,193.0,18.0,137.0,53.0,161.0,66.0,111.0,34.0,77.0,184.0,170.0,,77.0,Second Pair,27,529.8,3,8,11,3.24,55.88,57.14,29,1979-05-14,CAN,CAN,73,213,1998,1,26,8467350.0,"[32, 90]","[1, 43]","[3, 98]","[90, 10]","['FLA', 'TOR']"
2008-2009,Mike Weaver,STL,D,214.0,50.0,,13.0,154.0,40.0,196.0,223.0,214.0,150.0,17.0,158.0,,213.0,Third Pair,58,1001.1833333333,0,7,7,1.39,42.22,49.66,30,1978-05-02,CAN,CAN,70,186,-,-,-,8468478.0,"[25, 4]","[60, 79]","[None, None]","[69, 93]","['VAN', 'STL']"
2008-2009,Milan Jurcina,WSH,D,59.0,14.0,,108.0,31.0,47.0,48.0,122.0,135.0,92.0,211.0,40.0,,143.0,Third Pair,79,1276.2166666667,3,11,14,3.38,50.65,54.67,25,1983-06-07,SVK,SVK,76,253,2001,8,241,8469684.0,"[42, 85]","[84, 94]","[None, None]","[25, 51]","['WSH', 'WSH']"
2008-2009,Nathan Oystrick,ATL,D,65.0,169.0,,107.0,76.0,177.0,120.0,10.0,111.0,221.0,37.0,25.0,,168.0,Third Pair,53,834.41666666667,4,8,12,2.62,49.15,48.82,25,1982-12-17,CAN,CAN,71,213,2002,7,198,8470136.0,"[None, 69]","[None, 29]","[None, None]","[None, 48]","[None, 'ATL']"
2008-2009,Nick Boynton,FLA,D,16.0,162.0,94.0,130.0,82.0,191.0,17.0,25.0,9.0,129.0,206.0,91.0,,106.0,Third Pair,68,1128.6833333333,5,16,21,4.47,53.16,48.00,29,1979-01-14,CAN,CAN,73,218,1999,1,21,8466145.0,"[75, 96]","[21, 32]","[None, 31]","[50, 29]","['PHX', 'FLA']"
2008-2009,Nick Schultz,MIN,D,229.0,45.0,,19.0,231.0,82.0,206.0,167.0,200.0,231.0,76.0,140.0,,154.0,Second Pair,79,1623.55,2,9,11,1.63,43.90,42.16,26,1982-08-25,CAN,CAN,73,203,2000,2,33,8468513.0,"[6, 1]","[75, 78]","[None, None]","[93, 82]","['MIN', 'MIN']"
2008-2009,Nicklas Grossmann,DAL,D,217.0,83.0,,151.0,224.0,37.0,183.0,206.0,145.0,178.0,149.0,37.0,,202.0,Third Pair,81,1428.5833333333,2,10,12,2.02,41.57,44.61,23,1985-01-22,SWE,SWE,76,230,2004,2,56,8471269.0,"[13, 6]","[72, 54]","[None, None]","[13, 32]","['DAL', 'DAL']"
2008-2009,Nicklas Lidstrom,DET,D,24.0,111.0,2.0,119.0,17.0,21.0,61.0,73.0,59.0,48.0,132.0,226.0,,7.0,First Pair,78,1936.1333333333,16,43,59,8.75,60.00,53.38,38,1970-04-28,SWE,SWE,73,192,1989,3,53,8457063.0,"[94, 84]","[87, 35]","[99, 97]","[52, 36]","['DET', 'DET']"
2008-2009,Niclas Havelid,NJD,D,212.0,33.0,,100.0,216.0,214.0,216.0,197.0,107.0,173.0,145.0,225.0,,102.0,Second Pair,78,1612.6333333333,2,17,19,2.72,47.57,45.40,35,1973-04-12,SWE,SWE,72,200,1999,3,83,8467956.0,"[10, 12]","[22, 93]","[None, None]","[56, 44]","['ATL', 'ATL']"
2008-2009,Niclas Havelid,ATL,D,212.0,33.0,,100.0,216.0,214.0,216.0,197.0,107.0,173.0,145.0,225.0,,102.0,Second Pair,78,1612.6333333333,2,17,19,2.72,47.57,45.40,35,1973-04-12,SWE,SWE,72,200,1999,3,83,8467956.0,"[10, 12]","[22, 93]","[None, None]","[56, 44]","['ATL', 'ATL']"
2008-2009,Niclas Wallin,CAR,D,92.0,131.0,,160.0,84.0,139.0,108.0,145.0,56.0,161.0,187.0,34.0,,179.0,Third Pair,64,1041.3833333333,2,8,10,1.88,47.37,49.89,33,1975-02-20,SWE,SWE,75,220,2000,4,97,8468577.0,"[58, 63]","[25, 51]","[None, None]","[40, 13]","['CAR', 'CAR']"
2008-2009,Niklas Hjalmarsson,CHI,D,215.0,1.0,,159.0,219.0,3.0,164.0,66.0,230.0,5.0,21.0,160.0,,197.0,Third Pair,21,314.8,1,2,3,0.25,60.00,49.44,21,1987-06-06,SWE,SWE,75,197,2005,4,108,8471769.0,"[None, 8]","[None, 100]","[None, None]","[None, 27]","[None, 'CHI']"
2008-2009,Niklas Kronwall,DET,D,26.0,36.0,14.0,26.0,22.0,17.0,114.0,65.0,22.0,61.0,151.0,118.0,,33.0,First Pair,80,1831.5666666667,6,45,51,6.5,52.46,54.93,27,1981-01-12,SWE,SWE,72,194,2000,1,29,8468509.0,"[97, 76]","[83, 81]","[51, 93]","[94, 70]","['DET', 'DET']"
2008-2009,Noah Welch,TBL,D,182.0,171.0,,,142.0,185.0,145.0,100.0,222.0,31.0,176.0,32.0,,228.0,Fringe,40,437.58333333333,1,1,2,0.94,35.71,48.28,26,1982-08-26,USA,USA,76,215,2001,2,54,8469505.0,"[None, 21]","[None, 28]","[None, None]","[None, None]","[None, 'TBL']"
2008-2009,Noah Welch,FLA,D,182.0,171.0,,,142.0,185.0,145.0,100.0,222.0,31.0,176.0,32.0,,228.0,Fringe,40,437.58333333333,1,1,2,0.94,35.71,48.28,26,1982-08-26,USA,USA,76,215,2001,2,54,8469505.0,"[None, 21]","[None, 28]","[None, None]","[None, None]","[None, 'TBL']"
2008-2009,Ossi Vaananen,PHI,D,222.0,190.0,,145.0,208.0,188.0,217.0,163.0,185.0,112.0,89.0,63.0,,165.0,Third Pair,49,877.83333333333,1,10,11,0.7,51.92,45.55,28,1980-08-18,FIN,FIN,76,215,1998,2,43,8467369.0,"[None, 3]","[None, 21]","[None, None]","[None, 38]","[None, 'VAN']"
2008-2009,Ossi Vaananen,VAN,D,222.0,190.0,,145.0,208.0,188.0,217.0,163.0,185.0,112.0,89.0,63.0,,165.0,Third Pair,49,877.83333333333,1,10,11,0.7,51.92,45.55,28,1980-08-18,FIN,FIN,76,215,1998,2,43,8467369.0,"[None, 3]","[None, 21]","[None, None]","[None, 38]","[None, 'VAN']"
2008-2009,Patrice Brisebois,MTL,D,115.0,225.0,66.0,,49.0,208.0,166.0,204.0,93.0,76.0,43.0,150.0,,132.0,Third Pair,62,986.18333333333,5,13,18,3.02,47.46,49.08,37,1971-01-27,CAN,CAN,74,197,1989,2,30,8445739.0,"[52, 52]","[1, 7]","[89, 32]","[None, None]","['MTL', 'MTL']"
2008-2009,Paul Mara,NYR,D,54.0,160.0,34.0,99.0,18.0,198.0,87.0,67.0,155.0,32.0,178.0,50.0,,112.0,Second Pair,76,1441.0833333333,5,16,21,6.88,52.00,49.37,28,1979-09-07,USA,USA,76,211,1997,1,7,8466144.0,"[76, 76]","[73, 16]","[70, 74]","[91, 28]","['NYR', 'NYR']"
2008-2009,Paul Martin,NJD,D,102.0,28.0,50.0,64.0,57.0,13.0,173.0,140.0,72.0,128.0,38.0,211.0,,74.0,First Pair,73,1778.7833333333,5,28,33,5.28,59.04,54.06,27,1981-03-05,USA,USA,73,200,2000,2,62,8468542.0,"[58, 57]","[93, 77]","[55, 64]","[27, 76]","['NJD', 'NJD']"
2008-2009,Paul Ranger,TBL,D,80.0,115.0,89.0,46.0,79.0,90.0,75.0,46.0,140.0,155.0,129.0,135.0,,60.0,First Pair,42,1028.4166666667,2,11,13,3.19,50.91,50.85,23,1984-09-12,CAN,CAN,75,210,2002,6,183,8470085.0,"[75, 61]","[49, 54]","[87, 19]","[74, 73]","['TBL', 'TBL']"
2008-2009,Pavel Kubina,TOR,D,29.0,138.0,8.0,169.0,32.0,180.0,53.0,63.0,58.0,74.0,190.0,116.0,,14.0,First Pair,82,1808.3333333333,14,26,40,10.16,45.08,51.30,31,1977-04-15,CZE,CZE,76,258,1996,7,179,8465210.0,"[96, 75]","[49, 38]","[94, 92]","[23, 15]","['TOR', 'TOR']"
2008-2009,Peter Harrold,LAK,D,101.0,143.0,43.0,,143.0,45.0,33.0,17.0,221.0,20.0,27.0,189.0,,193.0,Third Pair,69,908.88333333333,4,8,12,6.4,37.14,51.01,25,1983-06-08,USA,USA,71,180,-,-,-,8472394.0,"[37, 67]","[19, 47]","[None, 62]","[None, None]","['LAK', 'LAK']"
2008-2009,Philippe Boucher,DAL,D,100.0,15.0,115.0,97.0,198.0,117.0,32.0,37.0,132.0,95.0,215.0,53.0,,51.0,Second Pair,41,825.21666666667,3,6,9,3.42,57.14,45.43,35,1973-03-24,CAN,CAN,75,218,1991,1,13,8458527.0,"[76, 50]","[88, 92]","[37, 16]","[40, 49]","['DAL', 'PIT']"
2008-2009,Philippe Boucher,PIT,D,100.0,15.0,115.0,97.0,198.0,117.0,32.0,37.0,132.0,95.0,215.0,53.0,,51.0,Second Pair,41,825.21666666667,3,6,9,3.42,57.14,45.43,35,1973-03-24,CAN,CAN,75,218,1991,1,13,8458527.0,"[76, 50]","[88, 92]","[37, 16]","[40, 49]","['DAL', 'PIT']"
2008-2009,Radek Martinek,NYI,D,76.0,178.0,,175.0,34.0,228.0,105.0,39.0,187.0,223.0,86.0,111.0,,93.0,Second Pair,51,1100.25,6,4,10,2.24,40.98,46.45,32,1976-08-31,CZE,CZE,72,205,1999,8,228,8468101.0,"[63, 68]","[42, 18]","[None, None]","[70, 6]","['NYI', 'NYI']"
2008-2009,Randy Jones,PHI,D,123.0,221.0,117.0,161.0,111.0,220.0,103.0,50.0,191.0,185.0,134.0,206.0,,121.0,Second Pair,47,898.48333333333,4,4,8,2.65,52.73,44.42,27,1981-07-23,CAN,CAN,74,210,-,-,-,8470905.0,"[90, 23]","[12, 3]","[44, 11]","[45, 11]","['PHI', 'PHI']"
2008-2009,Rob Blake,SJS,D,12.0,68.0,4.0,187.0,30.0,143.0,13.0,45.0,18.0,177.0,224.0,141.0,,11.0,Second Pair,73,1552.9333333333,10,35,45,11.71,58.75,57.08,38,1969-12-10,CAN,CAN,76,220,1988,4,70,8445550.0,"[67, 98]","[8, 88]","[96, 95]","[0, 12]","['LAK', 'SJS']"
2008-2009,Rob Scuderi,PIT,D,211.0,48.0,,49.0,129.0,150.0,215.0,210.0,213.0,190.0,90.0,183.0,,155.0,Second Pair,81,1552.3166666667,1,15,16,1.16,58.24,48.78,29,1978-12-30,USA,USA,73,216,1998,5,134,8467452.0,"[0, 19]","[79, 74]","[None, None]","[76, 69]","['PIT', 'PIT']"
2008-2009,Robyn Regehr,CGY,D,180.0,118.0,,141.0,131.0,26.0,110.0,194.0,218.0,130.0,172.0,62.0,,171.0,Second Pair,75,1585.7333333333,0,8,8,2.87,51.11,52.70,28,1980-04-19,BRA,CAN,75,222,1998,1,19,8467344.0,"[32, 21]","[54, 49]","[29, None]","[64, 20]","['CGY', 'CGY']"
2008-2009,Roman Hamrlik,MTL,D,21.0,125.0,81.0,114.0,63.0,206.0,35.0,56.0,13.0,140.0,147.0,115.0,,25.0,Second Pair,81,1774.7833333333,6,27,33,4.93,50.45,47.74,34,1974-04-12,CZE,CZE,74,206,1992,1,1,8458938.0,"[71, 91]","[50, 46]","[76, 31]","[3, 71]","['MTL', 'MTL']"
2008-2009,Roman Polak,STL,D,199.0,93.0,127.0,81.0,174.0,137.0,172.0,176.0,206.0,205.0,141.0,86.0,,124.0,Second Pair,69,1485.9666666667,1,14,15,3.77,43.37,49.89,22,1986-04-28,CZE,CZE,74,240,2004,6,180,8471392.0,"[None, 15]","[None, 59]","[None, 7]","[None, 62]","[None, 'STL']"
2008-2009,Ron Hainsey,ATL,D,128.0,92.0,60.0,103.0,171.0,131.0,106.0,183.0,53.0,189.0,78.0,178.0,,37.0,First Pair,81,1810.4333333333,6,33,39,8.9,43.18,47.67,27,1981-03-24,USA,USA,75,201,2000,1,13,8468493.0,"[29, 57]","[88, 41]","[79, 45]","[82, 34]","['CBJ', 'ATL']"
2008-2009,Rostislav Klesla,CBJ,D,224.0,18.0,130.0,87.0,212.0,22.0,192.0,129.0,227.0,127.0,105.0,68.0,,120.0,Second Pair,34,713.26666666667,1,8,9,1.28,58.06,45.80,26,1982-03-21,CZE,CZE,75,215,2000,1,4,8468484.0,"[24, 1]","[94, 90]","[21, 1]","[38, 59]","['CBJ', 'CBJ']"
2008-2009,Ruslan Salei,COL,D,81.0,64.0,112.0,25.0,94.0,171.0,96.0,71.0,85.0,83.0,203.0,92.0,,66.0,Second Pair,70,1477.4,4,17,21,5.24,49.48,49.35,33,1974-11-02,BLR,BLR,73,212,1996,1,9,8464962.0,"[73, 61]","[29, 81]","[27, 19]","[47, 90]","['FLA', 'COL']"
2008-2009,Ryan O'Byrne,MTL,D,210.0,195.0,,60.0,166.0,201.0,223.0,205.0,156.0,88.0,230.0,10.0,,209.0,Third Pair,37,558.63333333333,0,5,5,0.67,38.89,46.30,24,1984-07-19,CAN,CAN,77,234,2003,3,79,8470672.0,"[21, 9]","[44, 13]","[None, None]","[None, 70]","['MTL', 'MTL']"
2008-2009,Ryan Parent,PHI,D,216.0,211.0,,181.0,81.0,197.0,230.0,231.0,215.0,125.0,44.0,127.0,,223.0,Second Pair,31,564.4,0,4,4,0.31,48.89,51.22,21,1987-03-17,CAN,CAN,75,198,2005,1,18,8471692.0,"[2, 11]","[9, 11]","[None, None]","[None, 10]","['PHI', 'PHI']"
2008-2009,Ryan Suter,NSH,D,58.0,78.0,110.0,6.0,69.0,53.0,42.0,72.0,104.0,192.0,146.0,156.0,,47.0,First Pair,82,1989.4666666667,7,38,45,8.3,48.57,51.12,23,1985-01-21,USA,USA,73,205,2003,1,7,8470600.0,"[90, 62]","[66, 60]","[38, 22]","[76, 97]","['NSH', 'NSH']"
2008-2009,Ryan Whitney,ANA,D,107.0,185.0,57.0,104.0,194.0,166.0,155.0,171.0,5.0,70.0,125.0,191.0,,44.0,First Pair,48,1145.55,2,21,23,4.49,44.62,46.37,25,1983-02-19,USA,USA,76,209,2002,1,5,8470309.0,"[72, 47]","[19, 21]","[71, 54]","[29, 50]","['PIT', 'PIT']"
2008-2009,Ryan Whitney,PIT,D,107.0,185.0,57.0,104.0,194.0,166.0,155.0,171.0,5.0,70.0,125.0,191.0,,44.0,First Pair,48,1145.55,2,21,23,4.49,44.62,46.37,25,1983-02-19,USA,USA,76,209,2002,1,5,8470309.0,"[72, 47]","[19, 21]","[71, 54]","[29, 50]","['PIT', 'PIT']"
2008-2009,Sami Salo,VAN,D,147.0,103.0,28.0,156.0,123.0,78.0,60.0,189.0,173.0,111.0,142.0,204.0,,57.0,Second Pair,60,1210.4,5,20,25,5.63,56.14,50.88,33,1974-09-02,FIN,FIN,75,215,1996,9,239,8465202.0,"[40, 39]","[26, 64]","[98, 60]","[18, 23]","['VAN', 'VAN']"
2008-2009,Scott Hannan,COL,D,208.0,101.0,,69.0,210.0,167.0,190.0,187.0,144.0,184.0,58.0,200.0,,130.0,First Pair,81,1812.2666666667,1,9,10,2.59,40.37,43.86,29,1979-01-23,CAN,CAN,73,215,1997,1,23,8466158.0,"[41, 5]","[51, 57]","[None, None]","[37, 68]","['COL', 'COL']"
2008-2009,Scott Niedermayer,ANA,D,143.0,133.0,6.0,168.0,149.0,73.0,82.0,132.0,158.0,148.0,63.0,208.0,,16.0,First Pair,82,2207.4833333333,14,45,59,13.8,48.04,47.98,35,1973-08-31,CAN,CAN,73,194,1991,1,3,8458517.0,"[38, 42]","[64, 36]","[64, 96]","[26, 14]","['ANA', 'ANA']"
2008-2009,Sean O'Donnell,LAK,D,227.0,199.0,,121.0,155.0,65.0,229.0,227.0,201.0,142.0,120.0,130.0,,222.0,Second Pair,82,1679.95,0,12,12,1.26,49.35,50.43,36,1971-10-13,CAN,CAN,74,238,1991,6,123,8458637.0,"[1, 8]","[46, 11]","[None, None]","[60, 32]","['ANA', 'LAK']"
2008-2009,Sergei Gonchar,PIT,D,13.0,140.0,16.0,33.0,36.0,172.0,27.0,78.0,2.0,73.0,216.0,177.0,,2.0,First Pair,25,630.16666666667,6,13,19,4.54,61.54,50.32,34,1974-04-13,RUS,RUS,74,210,1992,1,14,8458951.0,"[70, 98]","[48, 38]","[90, 86]","[16, 94]","['PIT', 'PIT']"
2008-2009,Shane Hnidy,BOS,D,164.0,91.0,,134.0,164.0,99.0,158.0,133.0,123.0,89.0,28.0,123.0,,192.0,Third Pair,65,1016.2166666667,3,9,12,1.97,53.85,46.24,32,1975-11-08,CAN,CAN,74,204,1994,7,173,8460661.0,"[22, 34]","[84, 45]","[None, None]","[18, 41]","['BOS', 'BOS']"
2008-2009,Shane O'Brien,VAN,D,179.0,142.0,,110.0,181.0,85.0,203.0,190.0,83.0,131.0,227.0,65.0,,210.0,Third Pair,77,1148.9833333333,0,10,10,1.75,53.57,48.74,25,1983-08-09,CAN,CAN,75,230,2003,8,250,8470839.0,"[36, 20]","[27, 44]","[None, None]","[16, 53]","['TBL', 'VAN']"
2008-2009,Shane O'Brien,TBL,D,179.0,142.0,,110.0,181.0,85.0,203.0,190.0,83.0,131.0,227.0,65.0,,210.0,Third Pair,77,1148.9833333333,0,10,10,1.75,53.57,48.74,25,1983-08-09,CAN,CAN,75,230,2003,8,250,8470839.0,"[36, 20]","[27, 44]","[None, None]","[16, 53]","['TBL', 'VAN']"
2008-2009,Shaone Morrisonn,WSH,D,87.0,72.0,,164.0,8.0,63.0,193.0,144.0,161.0,139.0,169.0,100.0,,186.0,Third Pair,72,1295.3166666667,3,10,13,2.5,49.37,56.57,25,1982-12-23,CAN,CAN,76,210,2001,1,19,8469472.0,"[41, 72]","[59, 65]","[None, None]","[9, 24]","['WSH', 'WSH']"
2008-2009,Shea Weber,NSH,D,6.0,112.0,52.0,15.0,78.0,67.0,5.0,8.0,11.0,166.0,123.0,22.0,,9.0,First Pair,81,1941.6,23,30,53,16.86,54.90,51.70,23,1985-08-14,CAN,CAN,76,230,2003,2,49,8470642.0,"[94, 97]","[27, 61]","[91, 48]","[59, 94]","['NSH', 'NSH']"
2008-2009,Sheldon Brookbank,ANA,D,135.0,55.0,,,70.0,35.0,88.0,143.0,198.0,15.0,197.0,35.0,,219.0,Fringe,44,533.85,1,3,4,1.3,55.88,53.50,27,1980-10-03,CAN,CAN,73,202,-,-,-,8469992.0,"[61, 36]","[70, 75]","[30, None]","[39, None]","['NJD', 'NJD']"
2008-2009,Sheldon Brookbank,NJD,D,135.0,55.0,,,70.0,35.0,88.0,143.0,198.0,15.0,197.0,35.0,,219.0,Fringe,44,533.85,1,3,4,1.3,55.88,53.50,27,1980-10-03,CAN,CAN,73,202,-,-,-,8469992.0,"[61, 36]","[70, 75]","[30, None]","[39, None]","['NJD', 'NJD']"
