Season,Player,Team,Position,tot_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,pdo_rank,ozs_rank,tmt_rank,cmp_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID,Specific Position,tot_history,evo_history,evd_history,ppl_history,pkl_history,team_history
2007-2008,Luc Bourdon,VAN,D,,,,,,,53.0,81.0,231.0,49.0,100.0,1.0,23.0,,,Fringe,27,347.61666666667,2,0,2,1.24,70.59,44.01,20,1987-02-16,CAN,CAN,75,211,2005,1,10,8471684,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'VAN']"
2007-2008,Lukas Krajicek,VAN,D,,,,,,,184.0,158.0,11.0,217.0,143.0,35.0,72.0,,,Second Pair,39,708.1,2,9,11,1.87,48.94,45.6,24,1983-03-11,CZE,CZE,75,205,2001,1,24,8469477,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'VAN']"
2007-2008,Luke Richardson,OTT,D,,,,,,,98.0,193.0,117.0,155.0,62.0,37.0,54.0,,,Fringe,76,936.45,2,7,9,1.28,51.39,49.62,38,1969-03-26,CAN,CAN,75,214,1987,1,7,8450824,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'OTT']"
2007-2008,Magnus Johansson,FLA,D,,,,,,,184.0,219.0,6.0,126.0,189.0,44.0,47.0,,,Third Pair,45,708.88333333333,0,14,14,1.53,50.00,52.25,33,1973-09-04,SWE,SWE,71,180,-,-,-,8473981,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'FLA']"
2007-2008,Marc Staal,NYR,D,,,,,,,134.0,39.0,92.0,63.0,55.0,51.0,66.0,,,Second Pair,80,1504.0833333333,2,8,10,4.28,53.33,56.92,20,1987-01-13,CAN,CAN,76,208,2005,1,12,8471686,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYR']"
2007-2008,Marc-Andre Bergeron,ANA,D,,,,,,,184.0,44.0,159.0,59.0,179.0,73.0,113.0,,,Third Pair,55,956.71666666667,9,10,19,5.75,40.00,46.37,26,1980-10-13,CAN,CAN,69,190,-,-,-,8469765,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ANA']"
2007-2008,Marc-Edouard Vlasic,SJS,D,,,,,,,181.0,52.0,193.0,26.0,220.0,71.0,84.0,,,Second Pair,82,1771.85,2,12,14,4.58,41.33,54.45,20,1987-03-30,CAN,CAN,73,205,2005,2,35,8471709,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'SJS']"
2007-2008,Marek Malik,NYR,D,,,,,,,65.0,152.0,21.0,222.0,181.0,12.0,143.0,,,Second Pair,42,808.11666666667,2,8,10,1.41,62.50,52.56,32,1975-06-24,CZE,CZE,78,235,1993,3,72,8459493,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYR']"
2007-2008,Marek Zidlicky,NSH,D,,,,,,,168.0,36.0,46.0,153.0,127.0,43.0,98.0,,,Second Pair,79,1645.3,5,38,43,7.89,52.13,54.79,30,1977-02-03,CZE,CZE,71,190,2001,6,176,8469623,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2007-2008,Mark Eaton,PIT,D,,,,,,,184.0,226.0,166.0,26.0,200.0,30.0,223.0,,,Second Pair,36,707.0,0,3,3,0.66,54.29,52.54,30,1977-05-06,USA,USA,73,215,-,-,-,8467580,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PIT']"
2007-2008,Mark Fistric,DAL,D,,,,,,,184.0,171.0,213.0,195.0,4.0,46.0,14.0,,,Fringe,37,471.31666666667,0,2,2,0.69,53.57,55.2,21,1986-06-01,CAN,CAN,74,225,2004,1,28,8471241,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DAL']"
2007-2008,Mark Popovic,ATL,D,,,,,,,184.0,125.0,214.0,34.0,176.0,47.0,154.0,,,Third Pair,33,477.66666666667,0,2,2,1.03,42.86,47.54,24,1982-10-11,CAN,CAN,73,205,2001,2,35,8469488,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ATL']"
2007-2008,Mark Streit,MTL,D,,,,,,,10.0,12.0,2.0,22.0,126.0,42.0,90.0,,,Third Pair,81,1419.1666666667,13,49,62,11.26,49.33,48.27,29,1977-12-11,CHE,CHE,71,186,2004,9,262,8468309,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MTL']"
2007-2008,Mark Stuart,BOS,D,,,,,,,44.0,192.0,201.0,127.0,59.0,43.0,21.0,,,Third Pair,82,1260.7166666667,4,4,8,1.94,48.44,48.3,23,1984-04-27,USA,USA,74,215,2003,1,21,8470614,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BOS']"
2007-2008,Martin Skoula,MIN,D,,,,,,,136.0,215.0,173.0,93.0,169.0,60.0,190.0,,,Second Pair,80,1636.8,3,8,11,2.39,39.78,45.64,27,1979-10-28,CZE,CZE,75,226,1998,1,17,8467343,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MIN']"
2007-2008,Mathieu Schneider,ANA,D,,,,,,,25.0,33.0,14.0,191.0,146.0,6.0,62.0,,,First Pair,65,1449.4166666667,12,27,39,9.29,64.52,48.45,38,1969-06-12,USA,USA,71,192,1987,3,44,8451224,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ANA']"
2007-2008,Matt Carle,SJS,D,,,,,,,184.0,122.0,51.0,54.0,170.0,82.0,63.0,,,Third Pair,62,1026.3333333333,2,13,15,3.83,47.46,58.44,22,1984-09-25,USA,USA,72,197,2003,2,47,8470640,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'SJS']"
2007-2008,Matt Greene,EDM,D,,,,,,,184.0,147.0,230.0,134.0,68.0,35.0,94.0,,,Third Pair,46,768.18333333333,0,1,1,1.18,47.62,45.16,24,1983-05-13,USA,USA,75,236,2002,2,44,8470121,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'EDM']"
2007-2008,Matt Jones,PHX,D,,,,,,,184.0,217.0,218.0,51.0,18.0,69.0,114.0,,,Third Pair,45,655.15,0,2,2,0.81,34.15,42.55,24,1983-08-08,USA,USA,72,224,2002,3,80,8470088,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
2007-2008,Matt Niskanen,DAL,D,,,,,,,32.0,115.0,133.0,89.0,174.0,18.0,121.0,,,Second Pair,78,1598.4166666667,7,19,26,4.92,57.58,48.18,20,1986-12-06,USA,USA,73,203,2005,1,28,8471702,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DAL']"
2007-2008,Matt Walker,STL,D,,,,,,,184.0,174.0,228.0,12.0,75.0,69.0,152.0,,,Third Pair,43,683.55,1,1,2,1.03,45.45,51.78,27,1980-04-07,CAN,CAN,76,215,1998,3,83,8467408,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'STL']"
2007-2008,Mattias Norstrom,DAL,D,,,,,,,184.0,170.0,85.0,181.0,66.0,42.0,179.0,,,Second Pair,66,1287.05,2,11,13,2.02,49.28,48.66,35,1972-01-02,SWE,SWE,74,210,1992,2,48,8458984,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DAL']"
2007-2008,Mattias Ohlund,VAN,D,,,,,,,12.0,34.0,129.0,172.0,113.0,39.0,85.0,,,First Pair,53,1259.6,9,15,24,6.84,51.72,49.08,30,1976-09-09,SWE,SWE,76,188,1994,1,13,8460503,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'VAN']"
2007-2008,Michal Rozsival,NYR,D,,,,,,,40.0,68.0,83.0,53.0,94.0,43.0,77.0,,,First Pair,80,1964.3833333333,13,25,38,8.31,55.91,54.97,28,1978-09-03,CZE,CZE,73,210,1996,4,105,8465058,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYR']"
2007-2008,Mike Commodore,OTT,D,,,,,,,61.0,49.0,12.0,186.0,24.0,64.0,214.0,,,Second Pair,67,1220.1833333333,3,11,14,3.57,46.51,48.8,27,1979-11-07,CAN,CAN,76,227,1999,2,42,8467915,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'OTT']"
2007-2008,Mike Green,WSH,D,,,,,,,26.0,5.0,25.0,20.0,115.0,50.0,38.0,,,First Pair,82,1938.35,18,38,56,14.22,54.39,57.28,21,1985-10-12,CAN,CAN,73,210,2004,1,29,8471242,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'WSH']"
2007-2008,Mike Komisarek,MTL,D,,,,,,,90.0,144.0,62.0,73.0,7.0,17.0,211.0,,,Second Pair,75,1587.5,4,13,17,2.85,52.43,44.85,25,1982-01-19,USA,USA,76,235,2001,1,7,8469460,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MTL']"
2007-2008,Mike Lundin,TBL,D,,,,,,,184.0,204.0,203.0,42.0,218.0,35.0,101.0,,,Third Pair,81,1117.3166666667,0,6,6,1.33,52.70,51.89,22,1984-09-24,USA,USA,74,190,2004,4,102,8471314,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TBL']"
2007-2008,Mike Mottau,NJD,D,,,,,,,82.0,163.0,149.0,122.0,203.0,65.0,29.0,,,Second Pair,76,1569.5666666667,4,13,17,3.63,40.28,46.51,29,1978-03-19,USA,USA,72,195,1997,7,182,8466309,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NJD']"
2007-2008,Mike Van Ryn,FLA,D,,,,,,,184.0,222.0,24.0,212.0,78.0,43.0,17.0,,,Third Pair,20,356.26666666667,0,2,2,0.55,42.11,38.21,28,1979-05-14,CAN,CAN,73,213,1998,1,26,8467350,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'FLA']"
2007-2008,Mike Weaver,VAN,D,,,,,,,184.0,195.0,206.0,8.0,91.0,42.0,156.0,,,Third Pair,55,772.08333333333,0,1,1,1.17,52.78,51.56,29,1978-05-02,CAN,CAN,70,186,-,-,-,8468478,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'VAN']"
2007-2008,Milan Jurcina,WSH,D,,,,,,,184.0,164.0,194.0,105.0,39.0,42.0,172.0,,,Third Pair,75,1248.0,1,8,9,2.09,52.05,54.42,24,1983-06-07,SVK,SVK,76,253,2001,8,241,8469684,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'WSH']"
2007-2008,Nathan Paetsch,BUF,D,,,,,,,68.0,116.0,192.0,60.0,145.0,41.0,19.0,,,Third Pair,59,804.21666666667,2,7,9,2.21,52.83,54.92,24,1983-03-30,CAN,CAN,73,198,2003,7,202,8469509,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BUF']"
2007-2008,Nick Boynton,PHX,D,,,,,,,163.0,60.0,114.0,205.0,110.0,66.0,50.0,,,Third Pair,79,1343.9666666667,3,9,12,3.89,39.19,45.96,28,1979-01-14,CAN,CAN,73,218,1999,1,21,8466145,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
2007-2008,Nick Schultz,MIN,D,,,,,,,176.0,143.0,168.0,48.0,104.0,26.0,232.0,,,Second Pair,81,1632.8833333333,2,13,15,2.76,50.56,47.41,25,1982-08-25,CAN,CAN,73,203,2000,2,33,8468513,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MIN']"
2007-2008,Nicklas Grossmann,DAL,D,,,,,,,184.0,221.0,132.0,99.0,42.0,21.0,155.0,,,Third Pair,62,964.46666666667,0,7,7,1.01,58.06,52.18,22,1985-01-22,SWE,SWE,76,230,2004,2,56,8471269,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DAL']"
2007-2008,Nicklas Lidstrom,DET,D,,,,,,,59.0,69.0,5.0,143.0,233.0,9.0,92.0,,,First Pair,76,2030.0833333333,10,60,70,9.95,70.00,60.85,37,1970-04-28,SWE,SWE,73,192,1989,3,53,8457063,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DET']"
2007-2008,Niclas Havelid,ATL,D,,,,,,,174.0,203.0,82.0,109.0,224.0,23.0,215.0,,,Second Pair,81,1660.9166666667,1,13,14,2.09,44.74,40.52,34,1973-04-12,SWE,SWE,72,200,1999,3,83,8467956,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ATL']"
2007-2008,Niclas Wallin,CAR,D,,,,,,,108.0,108.0,145.0,168.0,30.0,79.0,212.0,,,Second Pair,66,1196.6166666667,2,6,8,2.76,36.84,46.44,32,1975-02-20,SWE,SWE,75,220,2000,4,97,8468577,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CAR']"
2007-2008,Niklas Kronwall,DET,D,,,,,,,6.0,18.0,4.0,142.0,120.0,24.0,131.0,,,Second Pair,65,1377.6,7,28,35,6.15,67.11,59.83,26,1981-01-12,SWE,SWE,72,194,2000,1,29,8468509,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DET']"
2007-2008,Nolan Pratt,BUF,D,,,,,,,184.0,229.0,84.0,123.0,56.0,47.0,58.0,,,Third Pair,55,743.81666666667,1,6,7,0.64,47.50,50.72,32,1975-08-14,CAN,CAN,75,207,1993,5,115,8459538,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BUF']"
2007-2008,Ole-Kristian Tollefsen,CBJ,D,,,,,,,119.0,148.0,188.0,158.0,9.0,67.0,40.0,,,Fringe,51,627.71666666667,2,2,4,1.09,43.24,55.42,23,1984-03-29,NOR,NOR,74,211,2002,3,65,8470170,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CBJ']"
2007-2008,Patrice Brisebois,MTL,D,,,,,,,123.0,132.0,175.0,52.0,129.0,39.0,163.0,,,Third Pair,43,723.8,3,8,11,2.68,47.06,44.96,36,1971-01-27,CAN,CAN,74,197,1989,2,30,8445739,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MTL']"
2007-2008,Paul Mara,NYR,D,,,,,,,151.0,63.0,45.0,208.0,64.0,40.0,25.0,,,Third Pair,61,1090.9,1,16,17,4.77,54.35,54.57,27,1979-09-07,USA,USA,76,211,1997,1,7,8466144,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYR']"
2007-2008,Paul Martin,NJD,D,,,,,,,125.0,98.0,49.0,25.0,202.0,13.0,86.0,,,First Pair,73,1742.4166666667,5,27,32,5.72,66.15,57.63,26,1981-03-05,USA,USA,73,200,2000,2,62,8468542,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NJD']"
2007-2008,Paul Ranger,TBL,D,,,,,,,22.0,66.0,121.0,119.0,128.0,81.0,74.0,,,First Pair,72,1815.8666666667,10,21,31,5.55,44.70,52.88,22,1984-09-12,CAN,CAN,75,210,2002,6,183,8470085,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TBL']"
2007-2008,Pavel Kubina,TOR,D,,,,,,,49.0,43.0,7.0,203.0,60.0,39.0,192.0,,,First Pair,72,1722.3833333333,11,29,40,7.46,53.47,48.24,30,1977-04-15,CZE,CZE,76,258,1996,7,179,8465210,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TOR']"
2007-2008,Peter Harrold,LAK,D,,,,,,,18.0,178.0,198.0,1.0,155.0,33.0,52.0,,,Third Pair,25,409.7,2,3,5,0.63,54.55,54.21,24,1983-06-08,USA,USA,71,180,-,-,-,8472394,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'LAK']"
2007-2008,Petteri Nummelin,MIN,D,,,,,,,62.0,3.0,137.0,13.0,231.0,45.0,1.0,,,Third Pair,27,414.03333333333,2,7,9,2.17,50.00,48.15,34,1972-11-25,FIN,FIN,70,188,2000,5,133,8468613,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MIN']"
2007-2008,Philippe Boucher,DAL,D,,,,,,,126.0,111.0,16.0,204.0,58.0,34.0,125.0,,,Second Pair,38,817.33333333333,2,12,14,2.85,51.22,50.49,34,1973-03-24,CAN,CAN,75,218,1991,1,13,8458527,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DAL']"
2007-2008,Radek Martinek,NYI,D,,,,,,,184.0,142.0,152.0,104.0,177.0,64.0,128.0,,,First Pair,69,1577.9,0,15,15,3.33,43.06,50.25,31,1976-08-31,CZE,CZE,72,205,1999,8,228,8468101,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYI']"
2007-2008,Randy Jones,PHI,D,,,,,,,33.0,42.0,18.0,159.0,206.0,23.0,188.0,,,Second Pair,71,1376.85,5,26,31,4.46,53.75,50.21,26,1981-07-23,CAN,CAN,74,210,-,-,-,8470905,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2007-2008,Rhett Warrener,CGY,D,,,,,,,76.0,218.0,148.0,183.0,112.0,74.0,16.0,,,Third Pair,31,416.21666666667,1,3,4,0.39,46.88,58.36,31,1976-01-27,CAN,CAN,73,203,1994,2,27,8460517,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CGY']"
2007-2008,Rob Blake,LAK,D,,,,,,,115.0,129.0,13.0,206.0,160.0,64.0,226.0,,,First Pair,71,1614.0666666667,9,22,31,8.84,37.21,40.91,37,1969-12-10,CAN,CAN,76,220,1988,4,70,8445550,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'LAK']"
2007-2008,Rob Davison,NYI,D,,,,,,,184.0,25.0,184.0,64.0,8.0,72.0,51.0,,,Third Pair,34,471.31666666667,1,1,2,1.38,39.13,51.69,27,1980-05-01,CAN,CAN,74,215,1998,4,98,8467422,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYI']"
2007-2008,Rob Scuderi,PIT,D,,,,,,,184.0,227.0,212.0,77.0,216.0,29.0,227.0,,,Second Pair,71,1330.8666666667,0,5,5,1.04,50.00,47.83,28,1978-12-30,USA,USA,73,216,1998,5,134,8467452,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PIT']"
2007-2008,Robyn Regehr,CGY,D,,,,,,,88.0,169.0,162.0,170.0,47.0,14.0,231.0,,,Second Pair,82,1749.8833333333,5,15,20,4.31,53.92,50.28,27,1980-04-19,BRA,CAN,75,222,1998,1,19,8467344,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CGY']"
2007-2008,Roman Hamrlik,MTL,D,,,,,,,178.0,87.0,104.0,45.0,77.0,32.0,123.0,,,First Pair,77,1782.3666666667,5,21,26,6.49,51.92,48.63,33,1974-04-12,CZE,CZE,74,206,1992,1,1,8458938,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MTL']"
2007-2008,Ron Hainsey,CBJ,D,,,,,,,184.0,46.0,164.0,38.0,194.0,61.0,83.0,,,First Pair,78,1760.0833333333,8,24,32,11.79,43.84,53.02,26,1981-03-24,USA,USA,75,201,2000,1,13,8468493,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CBJ']"
2007-2008,Rostislav Klesla,CBJ,D,,,,,,,101.0,70.0,207.0,131.0,111.0,45.0,151.0,,,First Pair,82,1903.2833333333,6,12,18,6.49,51.19,52.47,25,1982-03-21,CZE,CZE,75,215,2000,1,4,8468484,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CBJ']"
2007-2008,Ruslan Salei,COL,D,,,,,,,45.0,78.0,90.0,213.0,74.0,46.0,93.0,,,First Pair,82,1840.7,6,24,30,5.42,46.60,47.18,32,1974-11-02,BLR,BLR,73,212,1996,1,9,8464962,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'COL']"
2007-2008,Ryan O'Byrne,MTL,D,,,,,,,91.0,230.0,33.0,214.0,3.0,2.0,88.0,,,Third Pair,33,442.18333333333,1,6,7,0.38,58.33,42.6,23,1984-07-19,CAN,CAN,77,234,2003,3,79,8470672,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MTL']"
2007-2008,Ryan Parent,PHI,D,,,,,,,184.0,232.0,231.0,92.0,119.0,45.0,126.0,,,Third Pair,22,329.6,0,0,0,0.21,42.11,47.69,20,1987-03-17,CAN,CAN,75,198,2005,1,18,8471692,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2007-2008,Ryan Suter,NSH,D,,,,,,,27.0,23.0,126.0,72.0,195.0,40.0,133.0,,,Second Pair,76,1564.2333333333,7,24,31,7.05,53.75,55.53,22,1985-01-21,USA,USA,73,205,2003,1,7,8470600,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2007-2008,Ryan Whitney,PIT,D,,,,,,,43.0,120.0,20.0,100.0,205.0,17.0,159.0,,,First Pair,76,1706.1833333333,12,28,40,7.54,52.13,48.16,24,1983-02-19,USA,USA,76,209,2002,1,5,8470309,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PIT']"
2007-2008,Sami Salo,VAN,D,,,,,,,109.0,85.0,180.0,157.0,230.0,33.0,200.0,,,First Pair,63,1489.45,8,17,25,7.7,50.94,47.43,32,1974-09-02,FIN,FIN,75,215,1996,9,239,8465202,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'VAN']"
2007-2008,Sandis Ozolinsh,SJS,D,,,,,,,99.0,65.0,32.0,190.0,122.0,79.0,13.0,,,Third Pair,39,662.26666666667,3,13,16,2.95,42.50,55.37,35,1972-08-03,LVA,LVA,75,215,1991,2,30,8458544,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'SJS']"
2007-2008,Scott Hannan,COL,D,,,,,,,142.0,127.0,80.0,121.0,223.0,51.0,105.0,,,First Pair,82,1859.6833333333,2,19,21,3.79,46.22,48.42,28,1979-01-23,CAN,CAN,73,215,1997,1,23,8466158,D,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'COL']"
