Season,Player,Team,Position,tot_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,pdo_rank,ozs_rank,tmt_rank,cmp_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID,Specific Position,tot_history,evo_history,evd_history,ppl_history,pkl_history,team_history
2007-2008,Glen Murray,BOS,F,,,,,,,157.0,103.0,337.0,289.0,284.0,37.0,296.0,,,First Line,63,1147.45,17,13,30,15.3,53.85,47.58,34,1972-11-01,CAN,CAN,75,218,1991,1,18,8458532,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BOS']"
2007-2008,Gregory Campbell,FLA,F,,,,,,,373.0,197.0,167.0,307.0,33.0,72.0,131.0,,,Fourth Line,81,1008.05,5,13,18,9.79,37.50,45.5,23,1983-12-17,CAN,CAN,72,188,2002,3,67,8470169,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'FLA']"
2007-2008,Guillaume Latendresse,MTL,F,,,,,,,59.0,164.0,272.0,147.0,58.0,41.0,231.0,,,Fourth Line,73,894.56666666667,16,11,27,11.23,45.76,44.87,20,1987-05-24,CAN,CAN,74,230,2005,2,45,8471670,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MTL']"
2007-2008,Henrik Sedin,VAN,F,,,,,,,273.0,290.0,21.0,243.0,386.0,51.0,43.0,,,First Line,82,1599.7833333333,15,61,76,18.28,52.17,52.56,26,1980-09-26,SWE,SWE,74,183,1999,1,3,8467876,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'VAN']"
2007-2008,Henrik Zetterberg,DET,F,,,,,,,4.0,16.0,100.0,50.0,356.0,46.0,175.0,,,First Line,75,1654.65,43,49,92,32.39,64.52,64.22,26,1980-10-09,SWE,SWE,72,197,1999,7,210,8468083,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DET']"
2007-2008,Ian Laperriere,COL,F,,,,,,,350.0,389.0,209.0,258.0,142.0,59.0,367.0,,,Third Line,70,955.95,4,15,19,5.15,43.75,45.51,33,1974-01-19,CAN,CAN,73,200,1992,7,158,8459094,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'COL']"
2007-2008,Ilya Kovalchuk,ATL,F,,,,,,,5.0,165.0,83.0,108.0,344.0,27.0,181.0,,,First Line,79,1696.7333333333,52,35,87,28.98,45.08,43.36,24,1983-04-15,RUS,RUS,75,222,2001,1,1,8469454,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ATL']"
2007-2008,J-P Dumont,NSH,F,,,,,,,27.0,35.0,4.0,103.0,320.0,27.0,257.0,,,First Line,80,1479.6333333333,29,43,72,21.78,56.14,54.97,29,1978-04-01,CAN,CAN,73,205,1996,1,3,8464957,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2007-2008,Jamal Mayers,STL,F,,,,,,,255.0,243.0,157.0,350.0,141.0,71.0,393.0,,,Second Line,80,1274.5166666667,12,15,27,12.62,38.57,41.77,32,1974-10-24,CAN,CAN,73,222,1993,4,89,8459514,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'STL']"
2007-2008,James Sheppard,MIN,F,,,,,,,349.0,376.0,221.0,217.0,282.0,40.0,259.0,,,Fourth Line,78,827.36666666667,4,15,19,5.26,51.11,49.88,19,1988-04-25,CAN,CAN,73,215,2006,1,9,8473536,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'MIN']"
2007-2008,Jamie Langenbrunner,NJD,F,,,,,,,327.0,241.0,198.0,175.0,256.0,55.0,34.0,,,First Line,64,1171.15,13,28,41,15.86,50.00,51.72,32,1975-07-24,USA,USA,73,205,1993,2,35,8459457,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NJD']"
2007-2008,Jan Hlavac,NSH,F,,,,,,,169.0,104.0,229.0,82.0,225.0,65.0,200.0,,,Third Line,80,1211.8833333333,12,23,35,15.57,49.40,55.13,30,1976-09-20,CZE,CZE,72,201,1995,2,28,8462081,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2007-2008,Jared Boll,CBJ,F,,,,,,,258.0,248.0,335.0,306.0,3.0,62.0,327.0,,,Fringe,75,600.93333333333,5,5,10,5.46,44.12,52.99,21,1986-05-13,USA,USA,75,206,2005,4,101,8471766,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CBJ']"
2007-2008,Jarkko Ruutu,PIT,F,,,,,,,289.0,369.0,147.0,371.0,19.0,17.0,328.0,,,Fourth Line,71,724.7,6,10,16,4.89,54.29,43.65,32,1975-08-23,FIN,FIN,73,204,1998,3,68,8467393,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PIT']"
2007-2008,Jarome Iginla,CGY,F,,,,,,,7.0,22.0,62.0,45.0,248.0,16.0,201.0,,,First Line,82,1757.7333333333,50,48,98,36.05,62.50,57.79,30,1977-07-01,CAN,CAN,73,210,1995,1,11,8462042,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CGY']"
2007-2008,Jaromir Jagr,NYR,F,,,,,,,111.0,23.0,142.0,138.0,342.0,53.0,98.0,,,First Line,82,1678.35,25,46,71,28.22,57.45,58.19,35,1972-02-15,CZE,CZE,75,230,1990,1,5,8448208,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYR']"
2007-2008,Jaroslav Hlinka,COL,F,,,,,,,171.0,190.0,6.0,160.0,324.0,21.0,136.0,,,Third Line,63,877.61666666667,8,20,28,8.61,57.63,50.1,30,1976-11-10,CZE,CZE,70,185,-,-,-,8473979,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'COL']"
2007-2008,Jarret Stoll,EDM,F,,,,,,,397.0,138.0,360.0,311.0,128.0,73.0,404.0,,,Second Line,81,1452.85,14,22,36,17.78,33.93,45.93,25,1982-06-24,CAN,CAN,73,216,2002,2,36,8468526,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'EDM']"
2007-2008,Jason Arnott,NSH,F,,,,,,,124.0,7.0,30.0,343.0,338.0,16.0,285.0,,,First Line,79,1499.8,28,44,72,29.64,61.32,57.66,32,1974-10-11,CAN,CAN,77,220,1993,1,7,8459429,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2007-2008,Jason Blake,TOR,F,,,,,,,166.0,5.0,53.0,17.0,179.0,55.0,263.0,,,Second Line,82,1460.3333333333,15,37,52,30.11,52.58,55.53,33,1973-09-02,USA,USA,70,190,-,-,-,8467844,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TOR']"
2007-2008,Jason Chimera,CBJ,F,,,,,,,226.0,191.0,253.0,245.0,213.0,55.0,312.0,,,Second Line,81,1417.0666666667,14,17,31,14.99,46.03,50.2,28,1979-05-02,CAN,CAN,75,215,1997,5,121,8466251,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CBJ']"
2007-2008,Jason Pominville,BUF,F,,,,,,,11.0,72.0,43.0,35.0,316.0,19.0,362.0,,,First Line,82,1637.3833333333,27,53,80,21.08,59.14,48.79,24,1982-11-30,CAN,USA,72,180,2001,2,55,8469506,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BUF']"
2007-2008,Jason Spezza,OTT,F,,,,,,,31.0,102.0,5.0,218.0,381.0,5.0,135.0,,,First Line,76,1570.7833333333,34,58,92,23.88,62.30,50.7,24,1983-06-13,CAN,CAN,75,219,2001,1,2,8469455,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'OTT']"
2007-2008,Jason Ward,TBL,F,,,,,,,296.0,347.0,348.0,339.0,214.0,91.0,224.0,,,Fourth Line,79,990.93333333333,8,6,14,7.11,28.30,47.17,28,1979-01-16,CAN,CAN,74,208,1997,1,11,8466147,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TBL']"
2007-2008,Jason Williams,CHI,F,,,,,,,99.0,342.0,63.0,231.0,302.0,29.0,116.0,,,Second Line,43,712.9,13,23,36,7.63,50.00,45.99,27,1980-08-11,CAN,CAN,71,192,-,-,-,8468789,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CHI']"
2007-2008,Jay McClement,STL,F,,,,,,,286.0,303.0,242.0,238.0,241.0,81.0,303.0,,,Third Line,81,1127.5333333333,9,13,22,10.81,36.99,43.73,24,1983-03-02,CAN,CAN,73,205,2001,2,57,8469508,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'STL']"
2007-2008,Jay Pandolfo,NJD,F,,,,,,,61.0,383.0,273.0,310.0,293.0,9.0,156.0,,,Second Line,54,933.25,12,12,24,6.48,61.36,44.23,32,1974-12-27,USA,USA,73,190,1993,2,32,8459454,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NJD']"
2007-2008,Jed Ortmeyer,NSH,F,,,,,,,372.0,314.0,389.0,330.0,93.0,81.0,390.0,,,Fourth Line,51,635.13333333333,4,4,8,6.02,33.33,44.08,28,1978-09-03,USA,USA,72,200,-,-,-,8470580,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2007-2008,Jeff Carter,PHI,F,,,,,,,65.0,33.0,340.0,242.0,312.0,35.0,381.0,,,First Line,82,1545.0333333333,29,24,53,25.45,53.16,51.56,22,1985-01-01,CAN,CAN,75,219,2003,1,11,8470604,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2007-2008,Jeff Cowan,VAN,F,,,,,,,404.0,396.0,396.0,331.0,31.0,57.0,336.0,,,Fringe,46,401.98333333333,0,1,1,2.21,33.33,34.49,30,1976-09-27,CAN,CAN,74,205,-,-,-,8462419,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'VAN']"
2007-2008,Jeff Giuliano,LAK,F,,,,,,,404.0,379.0,295.0,299.0,69.0,64.0,396.0,,,Fourth Line,53,625.73333333333,0,6,6,3.97,32.26,34.6,28,1979-06-20,USA,USA,69,205,-,-,-,8470001,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'LAK']"
2007-2008,Jeff Halpern,TBL,F,,,,,,,108.0,286.0,215.0,213.0,191.0,38.0,395.0,,,Second Line,83,1392.7833333333,20,22,42,13.02,53.03,46.51,31,1976-05-03,USA,USA,72,190,-,-,-,8467831,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TBL']"
2007-2008,Jeff Hamilton,CAR,F,,,,,,,335.0,244.0,188.0,114.0,315.0,45.0,23.0,,,Fourth Line,58,626.2,9,15,24,8.59,47.37,39.17,29,1977-09-04,USA,USA,70,185,-,-,-,8470373,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CAR']"
2007-2008,Jeff Taffe,PIT,F,,,,,,,284.0,300.0,305.0,168.0,102.0,15.0,241.0,,,Fourth Line,45,431.36666666667,5,7,12,4.23,55.00,40.51,26,1981-02-19,USA,USA,75,207,2000,1,30,8468510,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PIT']"
2007-2008,Jeff Tambellini,NYI,F,,,,,,,382.0,271.0,362.0,242.0,234.0,94.0,99.0,,,Fourth Line,31,323.06666666667,1,3,4,2.78,30.00,47.32,23,1984-04-13,CAN,CAN,71,188,2003,1,27,8470620,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYI']"
2007-2008,Jere Lehtinen,DAL,F,,,,,,,210.0,34.0,204.0,242.0,308.0,33.0,134.0,,,First Line,48,908.05,15,22,37,13.0,63.16,60.65,34,1973-06-24,FIN,FIN,72,194,1992,4,88,8459024,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DAL']"
2007-2008,Jeremy Reich,BOS,F,,,,,,,392.0,333.0,397.0,353.0,99.0,83.0,187.0,,,Fringe,58,478.96666666667,2,2,4,3.93,25.00,44.5,28,1979-02-11,CAN,CAN,73,203,1997,2,39,8466174,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BOS']"
2007-2008,Jeremy Roenick,SJS,F,,,,,,,231.0,304.0,143.0,308.0,89.0,71.0,68.0,,,Third Line,69,948.71666666667,14,19,33,10.17,49.12,58.01,37,1970-01-17,USA,USA,73,205,1988,1,8,8450978,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'SJS']"
2007-2008,Jerred Smithson,NSH,F,,,,,,,340.0,397.0,384.0,279.0,62.0,76.0,397.0,,,Fourth Line,81,978.61666666667,7,9,16,5.6,28.95,40.0,28,1979-02-04,CAN,CAN,75,209,-,-,-,8468162,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2007-2008,Jim Dowd,PHI,F,,,,,,,265.0,406.0,352.0,364.0,245.0,28.0,391.0,,,Fringe,73,616.23333333333,5,5,10,2.65,45.83,34.21,38,1968-12-25,USA,USA,72,180,1987,8,149,8456100,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2007-2008,Jim Slater,ATL,F,,,,,,,279.0,226.0,344.0,96.0,88.0,64.0,274.0,,,Fourth Line,69,717.05,8,5,13,7.63,35.00,39.56,24,1982-12-09,USA,USA,72,195,2002,1,30,8470289,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ATL']"
2007-2008,Jiri Hudler,DET,F,,,,,,,195.0,154.0,77.0,251.0,367.0,38.0,1.0,,,Fourth Line,81,1066.65,13,29,42,13.47,64.29,58.1,23,1984-01-04,CZE,CZE,70,190,2002,2,58,8470201,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DET']"
2007-2008,Jiri Novotny,CBJ,F,,,,,,,321.0,345.0,299.0,148.0,105.0,78.0,284.0,,,Second Line,65,1151.9833333333,8,14,22,9.7,39.29,51.48,24,1983-08-12,CZE,CZE,75,204,2001,1,22,8469475,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CBJ']"
2007-2008,Jiri Tlusty,TOR,F,,,,,,,114.0,249.0,328.0,172.0,143.0,81.0,93.0,,,Fourth Line,58,633.08333333333,10,6,16,5.97,38.78,45.94,19,1988-03-16,CZE,CZE,72,205,2006,1,13,8473482,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TOR']"
2007-2008,Jochen Hecht,BUF,F,,,,,,,60.0,74.0,112.0,156.0,329.0,37.0,355.0,,,First Line,75,1449.2166666667,22,27,49,20.93,54.02,50.8,30,1977-06-21,DEU,DEU,73,198,1995,2,49,8462077,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'BUF']"
2007-2008,Jody Shelley,SJS,F,,,,,,,390.0,291.0,274.0,386.0,5.0,80.0,5.0,,,Fringe,62,363.65,1,6,7,3.01,40.00,54.35,31,1976-02-07,CAN,CAN,75,230,-,-,-,8462535,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'SJS']"
2007-2008,Joe Pavelski,SJS,F,,,,,,,201.0,10.0,196.0,49.0,182.0,56.0,9.0,,,Third Line,82,1157.1,19,21,40,21.31,53.06,61.17,23,1984-07-11,USA,USA,71,200,2003,7,205,8470794,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'SJS']"
2007-2008,Joe Sakic,COL,F,,,,,,,209.0,260.0,101.0,242.0,400.0,44.0,103.0,,,First Line,44,879.48333333333,13,27,40,10.88,46.55,46.71,38,1969-07-07,CAN,CAN,71,195,1987,1,15,8451101,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'COL']"
2007-2008,Joe Thornton,SJS,F,,,,,,,74.0,203.0,2.0,56.0,317.0,18.0,168.0,,,First Line,82,1754.65,29,67,96,20.22,66.32,61.56,28,1979-07-02,CAN,CAN,76,220,1997,1,1,8466138,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'SJS']"
2007-2008,Joel Lundqvist,DAL,F,,,,,,,338.0,358.0,105.0,355.0,42.0,69.0,186.0,,,Fourth Line,55,597.8,3,11,14,4.1,44.44,48.57,25,1982-03-02,SWE,SWE,73,194,2000,3,68,8468548,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DAL']"
2007-2008,Joel Perrault,PHX,F,,,,,,,311.0,139.0,288.0,322.0,205.0,67.0,122.0,,,Third Line,49,707.48333333333,7,10,17,8.11,43.18,48.92,24,1983-04-06,CAN,CAN,74,212,2001,5,137,8469584,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
2007-2008,Joffrey Lupul,PHI,F,,,,,,,89.0,115.0,127.0,26.0,150.0,32.0,318.0,,,First Line,56,1019.1833333333,20,26,46,16.45,50.79,44.29,23,1983-09-23,CAN,CAN,73,206,2002,1,7,8470207,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHI']"
2007-2008,Johan Franzen,DET,F,,,,,,,175.0,160.0,325.0,242.0,201.0,38.0,40.0,,,Second Line,72,1275.75,27,11,38,19.76,63.27,58.44,27,1979-12-23,SWE,SWE,76,232,2004,3,97,8471309,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DET']"
2007-2008,John Madden,NJD,F,,,,,,,197.0,221.0,136.0,189.0,319.0,25.0,133.0,,,First Line,80,1555.8833333333,20,23,43,17.34,51.85,44.62,34,1973-05-04,CAN,CAN,71,190,-,-,-,8466371,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NJD']"
2007-2008,John Zeiler,LAK,F,,,,,,,404.0,403.0,404.0,89.0,1.0,76.0,163.0,,,Fringe,36,305.33333333333,0,1,1,1.46,25.00,35.42,24,1982-11-21,USA,USA,71,204,2002,5,132,8470113,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'LAK']"
2007-2008,Jonathan Cheechoo,SJS,F,,,,,,,70.0,6.0,316.0,83.0,92.0,25.0,216.0,,,Second Line,69,1143.3333333333,23,14,37,28.07,64.29,59.43,27,1980-07-15,CAN,CAN,73,206,1998,2,29,8467357,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'SJS']"
2007-2008,Jonathan Toews,CHI,F,,,,,,,18.0,145.0,237.0,77.0,306.0,17.0,207.0,,,First Line,64,1194.6,24,30,54,15.22,58.02,50.29,19,1988-04-29,CAN,CAN,74,201,2006,1,3,8473604,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CHI']"
2007-2008,Jordan Staal,PIT,F,,,,,,,313.0,37.0,249.0,178.0,196.0,46.0,383.0,,,First Line,82,1498.3666666667,12,16,28,23.14,47.54,49.85,18,1988-09-10,CAN,CAN,76,220,2006,1,2,8473533,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PIT']"
2007-2008,Jordin Tootoo,NSH,F,,,,,,,44.0,136.0,311.0,37.0,107.0,74.0,210.0,,,Fourth Line,63,623.45,11,7,18,7.08,41.30,48.38,24,1983-02-02,CAN,CAN,69,195,2001,4,98,8469547,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2007-2008,Josef Vasicek,NYI,F,,,,,,,130.0,96.0,270.0,338.0,231.0,40.0,233.0,,,Second Line,81,1283.8,16,19,35,14.2,54.10,53.5,26,1980-09-12,CZE,CZE,77,214,1998,4,91,8467416,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYI']"
2007-2008,Jozef Stumpel,FLA,F,,,,,,,328.0,381.0,250.0,127.0,269.0,62.0,232.0,,,Second Line,52,903.2,7,13,20,7.14,40.00,42.68,35,1972-07-20,SVK,SVK,75,222,1991,2,40,8458554,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'FLA']"
2007-2008,Jussi Jokinen,TBL,F,,,,,,,180.0,223.0,50.0,242.0,370.0,73.0,74.0,,,Third Line,72,1040.8666666667,16,26,42,12.43,44.00,51.26,24,1983-04-01,FIN,FIN,72,191,2001,6,192,8469638,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TBL']"
2007-2008,Justin Williams,CAR,F,,,,,,,79.0,107.0,31.0,340.0,149.0,42.0,324.0,,,First Line,37,713.88333333333,9,21,30,9.18,57.14,50.92,25,1981-10-04,CAN,CAN,73,184,2000,1,28,8468508,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CAR']"
2007-2008,Kamil Kreps,FLA,F,,,,,,,246.0,344.0,248.0,256.0,276.0,19.0,173.0,,,Fourth Line,76,986.46666666667,8,17,25,7.79,60.42,45.45,22,1984-11-18,CZE,CZE,74,194,2003,2,38,8470631,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'FLA']"
2007-2008,Keith Aucoin,CAR,F,,,,,,,146.0,112.0,171.0,4.0,168.0,56.0,132.0,,,Fourth Line,38,511.45,5,8,13,6.79,58.06,58.45,28,1978-11-06,USA,USA,68,171,-,-,-,8469779,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CAR']"
2007-2008,Keith Tkachuk,STL,F,,,,,,,112.0,49.0,80.0,269.0,211.0,33.0,319.0,,,Second Line,79,1331.35,27,31,58,23.48,54.22,49.24,35,1972-03-28,USA,USA,74,235,1990,1,19,8458229,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'STL']"
2007-2008,Kirk Maltby,DET,F,,,,,,,260.0,337.0,377.0,242.0,61.0,82.0,212.0,,,Fourth Line,61,735.4,6,4,10,6.07,36.11,46.69,34,1972-12-22,CAN,CAN,72,195,1992,3,65,8459001,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DET']"
2007-2008,Kris Draper,DET,F,,,,,,,393.0,287.0,276.0,376.0,169.0,74.0,237.0,,,Second Line,65,1016.1166666667,9,8,17,10.94,37.14,47.25,36,1971-05-24,CAN,CAN,70,188,1989,3,62,8446485,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DET']"
