Season,Player ID,Player,Team,Position,ovr_pct,evo_pct,evd_pct,ppl_pct,pkl_pct,fin_pct,gol_pct,xgl_pct,ast_pct,pen_pct,hit_pct,ozs_pct,pdo_pct,tmt_pct,cmp_pct,ovr_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,ozs_rank,pdo_rank,tmt_rank,cmp_rank,all_players,ppl_players,pkl_players,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Specific Position,Height (in),Weight (lbs),Date of Birth,Birth Country,Draft Year,Draft Round,Overall Draft Position,Shoots Catches,Age,ovr_history,evo_history,evd_history,team_history
2023-2024,8470621,Corey Perry,EDM,F,55.5,67.1,56.8,68.5,,24.9,38.1,50.9,29.0,37.9,39.3,44.3,39.3,68.3,11.4,196,145,190,91.0,,330,271,216,311,273,267,245,267,140,389,438,286,198,Fourth Line,54.0,722.63,12.0,10.0,22.0,12.84,50.0,53.31,R,75.0,210.0,1985-05-16,CAN,2003.0,1.0,28.0,R,38,"[12, 63, 31, 61, 63]","[74, 48, 68, 59, 68]","[9, 35, 49, 59, 58]","['DAL', 'MTL', 'TBL', 'TBL', 'EDM']"
2023-2024,8475225,Craig Smith,DAL,F,66.2,83.1,34.9,,,64.4,59.6,50.0,19.4,14.6,45.4,25.1,34.7,76.5,13.7,149,75,286,,,157,178,220,353,372,240,329,287,104,379,438,286,198,Fourth Line,75.0,766.25,11.0,9.0,20.0,10.58,50.91,56.47,C,73.0,203.0,1989-09-05,USA,2009.0,4.0,98.0,R,33,"[80, 51, 80, 41, 69]","[92, 87, 87, 76, 82]","[44, 27, 54, 14, 59]","['NSH', 'BOS', 'BOS', 'WSH', 'DAL']"
2023-2024,8477508,Curtis Lazar,NJD,F,44.1,26.9,89.7,,48.5,29.9,14.6,21.9,24.7,37.2,93.8,13.7,36.5,31.5,42.9,246,321,46,,103.0,308,374,343,330,276,28,379,279,301,251,438,286,198,Fourth Line,71.0,879.67,7.0,18.0,25.0,8.66,53.23,50.96,C,72.0,203.0,1995-02-02,CAN,2013.0,1.0,17.0,R,28,"[33, 44, 47, 36, 53]","[28, 34, 22, 33, 28]","[68, 80, 88, 79, 92]","['BUF', 'BOS', 'BOS', 'NJD', 'NJD']"
2023-2024,8478057,Dakota Joshua,VAN,F,70.3,55.5,65.1,,71.7,73.1,66.9,53.2,37.7,69.2,97.5,18.5,76.5,53.9,24.4,131,196,154,,57.0,119,146,206,273,136,12,358,104,203,332,438,286,198,Third Line,63.0,906.27,18.0,14.0,32.0,14.65,64.81,55.63,C,75.0,218.0,1996-05-15,USA,2014.0,5.0,128.0,L,27,"[None, None, None, 57, 78]","[None, None, None, 45, 59]","[None, None, None, 69, 56]","[None, None, None, 'VAN', 'VAN']"
2023-2024,8478466,Daniel Sprong,DET,F,65.3,65.5,17.6,31.1,,89.5,81.5,59.8,59.4,29.0,9.1,63.0,95.0,29.5,8.0,153,152,362,198.0,,47,82,177,179,309,399,163,23,310,404,438,286,198,Fourth Line,76.0,912.03,18.0,25.0,43.0,15.53,48.1,45.52,R,72.0,195.0,1997-03-17,NLD,2015.0,2.0,46.0,R,26,"[None, 86, 20, 84, 61]","[None, 21, 60, 69, 62]","[None, 20, 10, 46, 9]","[None, 'WSH', 'WSH', 'SEA', 'DET']"
2023-2024,8478046,Danton Heinen,BOS,F,61.4,68.7,77.9,,74.2,53.7,63.9,71.2,61.4,10.5,58.0,34.7,66.2,72.6,42.2,170,138,98,,52.0,204,159,127,170,390,185,287,149,121,254,438,286,198,Third Line,74.0,1070.43,17.0,19.0,36.0,15.28,58.75,50.56,L,74.0,187.0,1995-07-05,CAN,2014.0,4.0,116.0,L,28,"[37, 47, 64, 55, 66]","[17, 29, 63, 63, 73]","[56, 64, 79, 79, 69]","['ANA', 'ANA', 'PIT', 'PIT', 'BOS']"
2023-2024,8481019,David Gustafsson,WPG,F,26.0,18.5,52.1,,68.2,39.7,1.8,1.4,16.0,43.8,34.5,13.9,58.9,62.1,10.5,325,358,211,,64.0,265,427,433,368,247,288,378,181,167,393,438,286,198,Fourth Line,39.0,361.08,3.0,4.0,7.0,2.56,50.0,44.86,C,74.0,196.0,2000-04-11,SWE,2018.0,2.0,60.0,L,23,"[None, None, None, 25, 39]","[None, None, None, 28, 16]","[None, None, None, 50, 55]","[None, None, None, 'WPG', 'WPG']"
2023-2024,8480144,David Kampf,TOR,F,42.2,3.4,84.9,,99.0,45.9,18.5,15.1,19.6,57.3,58.9,2.1,32.6,56.6,18.9,254,424,67,,3.0,238,357,373,352,188,181,430,296,191,356,438,286,198,Fourth Line,78.0,1051.98,8.0,11.0,19.0,7.85,43.33,43.26,C,74.0,198.0,1995-01-12,CZE,,,,L,28,"[11, 11, 51, 33, 52]","[20, 16, 4, 5, 3]","[53, 75, 90, 83, 76]","['CHI', 'CHI', 'TOR', 'TOR', 'TOR']"
2023-2024,8477956,David Pastrnak,BOS,F,98.9,86.8,27.6,97.2,,99.5,99.5,98.4,96.6,93.2,50.2,99.8,98.6,88.4,79.7,6,59,318,9.0,,3,3,8,16,31,219,2,7,52,90,438,286,198,First Line,82.0,1634.23,47.0,63.0,110.0,42.6,60.83,53.1,R,72.0,199.0,1996-05-25,CZE,2014.0,1.0,25.0,R,27,"[99, 94, 95, 98, 97]","[59, 76, 63, 80, 93]","[12, 54, 37, 37, 21]","['BOS', 'BOS', 'BOS', 'BOS', 'BOS']"
2023-2024,8474102,David Perron,DET,F,68.5,46.8,59.1,85.3,,73.5,55.9,34.9,55.9,11.4,60.5,31.7,56.8,24.7,89.0,139,234,180,43.0,,117,194,286,194,386,174,300,190,331,49,438,286,198,Second Line,76.0,1187.8,17.0,30.0,47.0,17.59,46.43,42.41,L,72.0,202.0,1988-05-28,CAN,2007.0,1.0,26.0,R,35,"[61, 73, 78, 85, 32]","[34, 25, 26, 73, 24]","[52, 65, 76, 63, 41]","['STL', 'STL', 'STL', 'DET', 'DET']"
2023-2024,8482110,Dawson Mercer,NJD,F,22.4,34.9,19.2,7.0,15.7,66.9,81.3,84.0,54.8,41.8,19.6,55.9,22.1,87.4,47.3,341,286,355,267.0,168.0,146,83,71,199,256,353,194,342,56,232,438,286,198,Second Line,82.0,1411.83,20.0,13.0,33.0,20.27,41.49,50.76,C,72.0,180.0,2001-10-27,CAN,2020.0,1.0,18.0,R,21,"[None, None, 8, 53, 17]","[None, None, 41, 28, 42]","[None, None, 9, 48, 13]","[None, None, 'NJD', 'NJD', 'NJD']"
2023-2024,8478585,Derek Ryan,EDM,F,72.6,47.7,96.8,,35.4,58.0,21.5,13.7,7.1,62.1,35.2,20.1,18.3,58.7,5.3,121,230,15,,129.0,185,344,379,406,167,285,351,359,182,416,438,286,198,Fourth Line,70.0,713.53,5.0,7.0,12.0,6.35,37.93,54.79,C,70.0,185.0,1986-12-29,USA,,,,R,36,"[62, 74, 72, 76, 68]","[50, 66, 47, 56, 43]","[82, 96, 91, 97, 93]","['CGY', 'CGY', 'EDM', 'EDM', 'EDM']"
2023-2024,8479346,Dillon Dube,CGY,F,11.2,20.5,10.3,,64.1,49.3,32.2,30.8,27.4,58.4,63.7,74.4,6.6,84.0,29.7,390,349,394,,72.0,223,297,304,318,183,160,113,410,71,309,438,286,198,Fourth Line,43.0,480.05,3.0,4.0,7.0,5.08,36.11,42.95,C,71.0,185.0,1998-07-20,CAN,2016.0,2.0,56.0,L,25,"[16, 42, 53, 11, 9]","[21, 30, 59, 11, 19]","[23, 33, 22, 9, 14]","['CGY', 'CGY', 'CGY', 'CGY', 'CGY']"
2023-2024,8481716,Dmitri Voronkov,CBJ,F,13.5,65.1,25.3,30.4,,24.2,54.6,71.5,53.7,3.0,34.9,85.2,72.8,15.1,84.7,380,154,328,200.0,,333,200,126,204,423,286,66,120,373,68,438,286,198,Fourth Line,75.0,1009.27,18.0,16.0,34.0,20.55,52.7,47.91,L,77.0,234.0,2000-09-10,RUS,2019.0,4.0,114.0,L,22,"[None, None, None, None, 16]","[None, None, None, None, 62]","[None, None, None, None, 25]","[None, None, None, None, 'CBJ']"
2023-2024,8477330,Dominik Kubalik,OTT,F,9.6,19.4,17.8,36.7,,40.0,38.4,38.6,10.0,45.9,29.0,49.1,6.4,30.6,46.6,397,354,361,182.0,,264,270,270,393,238,312,224,411,305,235,438,286,198,Fourth Line,74.0,897.02,11.0,4.0,15.0,10.65,26.67,38.32,L,74.0,192.0,1995-08-21,CZE,2013.0,7.0,191.0,L,28,"[92, 58, 29, 26, 7]","[72, 70, 54, 31, 7]","[33, 31, 35, 26, 10]","['CHI', 'CHI', 'CHI', 'DET', 'OTT']"
2023-2024,8480208,Drake Batherson,OTT,F,76.3,58.2,38.6,94.4,,57.5,78.1,79.9,81.7,49.3,66.7,90.2,32.2,61.0,84.5,105,184,270,17.0,,187,97,89,81,223,147,44,298,172,69,438,286,198,First Line,82.0,1490.22,28.0,38.0,66.0,25.15,47.66,50.33,R,75.0,209.0,1998-04-27,USA,2017.0,4.0,121.0,R,25,"[19, 79, 81, 30, 86]","[14, 66, 64, 63, 51]","[22, 29, 21, 49, 45]","['OTT', 'OTT', 'OTT', 'OTT', 'OTT']"
2023-2024,8482055,Drew O'Connor,PIT,F,29.7,62.3,37.9,,90.4,8.7,50.5,79.2,42.2,55.3,58.7,19.9,34.0,77.2,28.3,309,166,273,,20.0,401,218,92,253,197,182,352,290,101,315,438,286,198,Second Line,79.0,1243.9,16.0,17.0,33.0,21.94,53.85,49.75,L,76.0,209.0,1998-06-09,USA,,,,L,25,"[None, None, None, 50, 21]","[None, None, None, 64, 56]","[None, None, None, 55, 26]","[None, None, None, 'PIT', 'PIT']"
2023-2024,8478211,Dryden Hunt,CGY,F,40.4,18.7,85.6,,,27.6,18.7,21.7,45.4,68.3,91.6,74.2,30.8,34.9,82.6,262,357,64,,,318,356,344,239,140,38,114,304,286,77,438,286,198,Fourth Line,28.0,311.62,3.0,5.0,8.0,3.12,51.85,49.71,L,72.0,193.0,1995-11-24,CAN,,,,L,27,"[None, 55, 11, None, 59]","[None, 53, 23, None, 18]","[None, 74, 85, None, 85]","[None, 'ARI', 'NYR', None, 'CGY']"
2023-2024,8481528,Dylan Cozens,BUF,F,24.9,73.3,9.4,4.2,21.7,25.3,63.0,76.5,69.2,70.1,45.0,55.5,39.7,33.6,74.0,330,118,398,275.0,156.0,328,163,104,136,132,242,196,265,292,115,438,286,198,Second Line,79.0,1360.82,18.0,29.0,47.0,23.56,50.0,48.9,C,75.0,205.0,2001-02-09,CAN,2019.0,1.0,7.0,R,22,"[None, 8, 6, 68, 11]","[None, 42, 29, 82, 75]","[None, 10, 23, 8, 11]","[None, 'BUF', 'BUF', 'BUF', 'BUF']"
2023-2024,8482699,Dylan Guenther,ARI,F,32.4,10.5,48.4,40.6,39.4,76.9,32.6,36.8,49.3,13.2,29.5,26.5,37.9,21.9,75.3,297,393,227,171.0,121.0,102,295,278,223,378,310,323,273,343,109,438,286,198,Second Line,45.0,732.55,18.0,17.0,35.0,13.25,50.98,49.96,R,73.0,191.0,2003-04-10,CAN,2021.0,1.0,9.0,R,20,"[None, None, None, 10, 63]","[None, None, None, 10, 19]","[None, None, None, 49, 49]","[None, None, None, 'ARI', 'ARI']"
2023-2024,8482077,Dylan Holloway,EDM,F,34.0,34.2,51.4,,,31.1,22.8,37.0,2.5,78.1,87.7,45.9,20.3,87.2,0.7,290,289,214,,,303,338,277,426,97,55,238,350,57,436,438,286,198,Fourth Line,38.0,432.12,6.0,3.0,9.0,6.44,48.15,56.61,L,73.0,207.0,2001-09-23,CAN,2020.0,1.0,14.0,L,21,"[None, None, None, 40, 41]","[None, None, None, 32, 39]","[None, None, None, 51, 52]","[None, None, None, 'EDM', 'EDM']"
2023-2024,8477946,Dylan Larkin,DET,F,94.7,92.5,47.3,79.7,18.7,91.3,79.5,70.1,91.6,93.4,23.1,40.2,32.9,16.7,99.5,24,34,232,59.0,162.0,39,91,132,38,30,338,263,295,366,3,438,286,198,First Line,68.0,1371.73,33.0,36.0,69.0,27.81,52.38,48.87,C,73.0,204.0,1996-07-30,USA,2014.0,1.0,15.0,L,27,"[78, 62, 94, 88, 95]","[95, 96, 96, 83, 93]","[20, 28, 14, 62, 55]","['DET', 'DET', 'DET', 'DET', 'DET']"
2023-2024,8478440,Dylan Strome,WSH,F,83.1,81.7,46.8,69.6,,82.6,84.7,71.0,74.7,22.6,1.1,98.6,47.0,20.5,73.3,75,81,234,88.0,,77,68,128,112,337,434,7,233,349,118,438,286,198,Second Line,82.0,1471.9,27.0,40.0,67.0,24.82,46.6,54.02,C,76.0,200.0,1997-03-07,CAN,2015.0,1.0,3.0,L,26,"[50, 50, 85, 64, 86]","[74, 83, 76, 66, 89]","[11, 10, 46, 19, 73]","['CHI', 'CHI', 'CHI', 'WSH', 'WSH']"
2023-2024,8480009,Eeli Tolvanen,SEA,F,58.4,13.0,89.3,47.2,,77.9,66.7,33.8,34.0,19.6,83.3,45.7,37.7,72.4,32.6,183,382,48,152.0,,98,147,291,289,350,74,239,274,122,296,438,286,198,Second Line,81.0,1267.02,16.0,25.0,41.0,17.51,43.75,50.67,R,70.0,182.0,1999-04-22,FIN,2017.0,1.0,30.0,L,24,"[None, 57, 63, 82, 32]","[None, 5, 27, 14, 12]","[None, 75, 91, 86, 87]","[None, 'NSH', 'NSH', 'SEA', 'SEA']"
2023-2024,8480185,Eetu Luostarinen,FLA,F,67.4,61.9,86.1,,57.1,29.5,38.8,49.5,40.9,80.4,68.9,52.1,35.4,81.7,37.4,144,168,62,,86.0,310,268,222,259,87,137,211,284,81,275,438,286,198,Second Line,82.0,1306.8,12.0,15.0,27.0,16.75,46.97,53.96,C,75.0,191.0,1998-09-02,FIN,2017.0,2.0,42.0,L,24,"[None, 28, 34, 77, 70]","[None, 8, 44, 74, 54]","[None, 64, 48, 87, 91]","[None, 'FLA', 'FLA', 'FLA', 'FLA']"
2023-2024,8482475,Egor Chinakhov,CBJ,F,59.8,21.0,28.1,15.4,,92.9,70.5,23.3,36.1,76.5,24.9,56.2,29.0,6.2,71.7,177,347,316,243.0,,32,130,337,280,104,330,193,312,412,125,438,286,198,Third Line,53.0,803.88,16.0,13.0,29.0,10.72,54.1,46.78,R,73.0,203.0,2001-02-01,RUS,2020.0,1.0,21.0,L,22,"[None, None, 7, 24, 88]","[None, None, 18, 20, 34]","[None, None, 7, 38, 39]","[None, None, 'CBJ', 'CBJ', 'CBJ']"
2023-2024,8477496,Elias Lindholm,VAN,F,63.0,52.7,64.4,72.4,81.3,37.7,55.3,65.1,71.2,62.3,36.5,67.6,60.3,92.9,78.3,163,208,157,80.0,38.0,274,197,154,127,166,279,143,175,32,96,438,286,198,First Line,75.0,1477.02,15.0,29.0,44.0,22.11,45.88,45.57,C,73.0,200.0,1994-12-02,SWE,2013.0,1.0,5.0,R,28,"[91, 81, 94, 69, 12]","[45, 40, 74, 61, 26]","[80, 69, 82, 56, 60]","['CGY', 'CGY', 'CGY', 'CGY', 'VAN']"
2023-2024,8480012,Elias Pettersson,VAN,F,96.8,84.9,75.3,91.6,66.7,94.5,84.9,61.4,95.7,99.3,50.5,74.9,92.5,52.5,74.2,15,67,109,25.0,67.0,25,67,170,20,4,218,111,34,209,114,438,286,198,First Line,82.0,1611.33,34.0,55.0,89.0,29.27,59.13,52.68,C,74.0,176.0,1998-11-12,SWE,2017.0,1.0,5.0,L,24,"[96, 88, 93, 97, 97]","[77, 77, 77, 87, 82]","[88, 87, 40, 93, 59]","['VAN', 'VAN', 'VAN', 'VAN', 'VAN']"
2023-2024,8480205,Emil Bemstrom,PIT,F,26.7,25.6,59.4,42.3,,28.8,14.4,23.1,35.2,45.0,21.2,68.7,28.3,6.4,10.7,322,327,179,166.0,,313,375,338,284,242,346,138,315,411,392,438,286,198,Fourth Line,56.0,623.85,8.0,8.0,16.0,8.17,46.67,45.55,C,72.0,190.0,1999-06-01,SWE,2017.0,4.0,117.0,R,24,"[26, 30, 56, 18, 30]","[19, 18, 33, 30, 21]","[47, 79, 67, 53, 60]","['CBJ', 'CBJ', 'CBJ', 'CBJ', 'PIT']"
2023-2024,8480762,Eric Robinson,BUF,F,4.8,40.0,11.0,,,9.8,23.3,55.9,40.6,38.1,78.8,16.4,13.5,10.3,19.6,418,264,391,,,396,336,194,260,272,94,367,380,394,353,438,286,198,Fourth Line,47.0,532.6,3.0,7.0,10.0,8.09,44.12,44.37,L,74.0,220.0,1995-06-14,USA,,,,L,28,"[57, 42, 24, 25, 1]","[30, 47, 44, 37, 45]","[75, 86, 35, 13, 8]","['CBJ', 'CBJ', 'CBJ', 'CBJ', 'BUF']"
2023-2024,8475287,Erik Haula,NJD,F,16.0,47.9,70.3,22.7,49.5,17.6,58.2,76.9,64.8,2.7,59.1,71.2,43.6,86.5,42.7,369,229,131,222.0,101.0,362,184,102,155,424,180,127,248,60,252,438,286,198,Second Line,76.0,1282.72,16.0,19.0,35.0,20.55,50.0,55.58,L,71.0,191.0,1991-03-23,FIN,2009.0,7.0,182.0,L,32,"[17, 5, 43, 8, 26]","[49, 36, 14, 46, 61]","[10, 9, 28, 62, 86]","['FLA', 'NSH', 'BOS', 'NJD', 'NJD']"
2023-2024,8478542,Evan Rodrigues,FLA,F,70.5,80.1,98.9,60.5,,1.1,29.5,78.3,62.6,82.9,60.7,67.1,62.6,88.6,56.8,130,88,6,114.0,,434,309,96,165,76,173,145,165,51,190,438,286,198,Third Line,80.0,1213.38,12.0,27.0,39.0,18.98,66.67,58.0,C,71.0,182.0,1993-07-28,CAN,,,,R,30,"[31, 58, 40, 78, 73]","[23, 24, 69, 89, 74]","[70, 88, 93, 99, 98]","['PIT', 'PIT', 'PIT', 'COL', 'FLA']"
2023-2024,8475169,Evander Kane,EDM,F,2.1,54.8,4.8,62.2,,20.5,95.0,99.3,50.2,0.9,97.3,53.2,55.5,97.5,45.4,430,199,418,109.0,,349,23,4,219,432,13,206,196,12,240,438,286,198,Second Line,77.0,1291.82,24.0,20.0,44.0,28.91,48.89,53.48,L,74.0,218.0,1991-08-02,CAN,2009.0,1.0,4.0,L,32,"[6, 52, 35, 17, 0]","[84, 88, 84, 44, 34]","[9, 5, 4, 3, 8]","['SJS', 'SJS', 'EDM', 'EDM', 'EDM']"
2023-2024,8471215,Evgeni Malkin,PIT,F,94.3,95.7,33.1,92.0,,87.2,86.3,76.0,87.7,26.3,16.9,97.0,37.2,79.0,45.2,26,20,294,24.0,,57,61,106,55,321,365,14,276,93,241,438,286,198,First Line,82.0,1523.93,27.0,40.0,67.0,25.27,54.29,51.97,C,77.0,213.0,1986-07-31,RUS,2004.0,1.0,2.0,L,37,"[97, 89, 96, 89, 94]","[99, 96, 96, 96, 92]","[16, 5, 23, 28, 43]","['PIT', 'PIT', 'PIT', 'PIT', 'PIT']"
2023-2024,8474149,Evgenii Dadonov,DAL,F,53.9,71.2,35.2,40.2,,45.7,59.8,65.8,41.6,40.9,26.0,55.3,34.9,60.5,11.0,203,127,285,172.0,,239,177,151,256,260,325,197,286,174,391,438,286,198,Fourth Line,51.0,671.97,12.0,11.0,23.0,9.48,45.61,53.44,L,71.0,188.0,1989-03-12,RUS,2007.0,3.0,71.0,L,34,"[70, 80, 47, 34, 69]","[77, 78, 76, 78, 56]","[47, 37, 34, 24, 50]","['FLA', 'OTT', 'VGK', 'DAL', 'DAL']"
2023-2024,8475744,Evgeny Kuznetsov,CAR,F,0.7,11.6,2.5,15.0,60.6,32.4,22.6,19.6,73.5,6.2,4.3,95.7,44.7,53.0,47.7,436,388,428,244.0,79.0,297,339,353,117,409,420,20,243,207,230,438,286,198,Second Line,63.0,1105.78,8.0,16.0,24.0,11.54,37.93,42.28,C,74.0,207.0,1992-05-19,RUS,2010.0,1.0,26.0,L,31,"[43, 34, 58, 0, 0]","[36, 54, 46, 17, 3]","[1, 3, 17, 1, 1]","['WSH', 'WSH', 'WSH', 'WSH', 'CAR']"
2023-2024,8480188,Fabian Zetterlund,SJS,F,6.2,36.5,9.6,21.7,,17.8,50.7,70.5,54.3,52.3,57.8,32.2,33.6,34.0,90.9,412,279,397,225.0,,361,217,130,201,210,186,298,292,290,41,438,286,198,First Line,82.0,1546.2,24.0,20.0,44.0,24.15,41.74,41.36,L,71.0,208.0,1999-08-25,SWE,2017.0,3.0,63.0,R,24,"[None, None, None, 2, 26]","[None, None, None, 27, 48]","[None, None, None, 21, 7]","[None, None, None, 'SJS', 'SJS']"
2023-2024,8476887,Filip Forsberg,NSH,F,96.3,90.9,54.8,78.0,,97.7,99.3,97.0,77.9,94.7,70.3,94.5,84.2,71.2,89.3,17,41,199,64.0,,11,4,14,98,24,131,25,70,127,48,438,286,198,First Line,82.0,1550.25,48.0,46.0,94.0,39.09,57.66,54.36,L,73.0,205.0,1994-08-13,SWE,2012.0,1.0,11.0,R,29,"[77, 77, 99, 90, 96]","[88, 91, 86, 86, 93]","[23, 39, 73, 48, 52]","['NSH', 'NSH', 'NSH', 'NSH', 'NSH']"
2023-2024,8480821,Filip Zadina,SJS,F,27.2,60.5,16.9,35.3,,21.2,33.6,52.3,18.3,69.9,27.6,32.0,2.5,3.7,34.0,320,174,365,186.0,,346,291,210,358,133,318,299,428,423,290,438,286,198,Fourth Line,72.0,960.47,13.0,10.0,23.0,13.4,28.24,38.83,R,72.0,190.0,1999-11-27,CZE,2018.0,1.0,6.0,L,23,"[57, 6, 18, 41, 31]","[21, 19, 61, 65, 53]","[24, 4, 12, 60, 6]","['DET', 'DET', 'DET', 'DET', 'SJS']"
2023-2024,8478366,Frank Vatrano,ANA,F,8.7,15.1,4.3,4.5,7.6,91.1,76.9,68.9,43.6,12.3,65.3,55.0,22.8,10.5,66.9,401,373,420,274.0,184.0,40,102,137,247,382,153,198,339,393,146,438,286,198,First Line,82.0,1504.27,37.0,23.0,60.0,25.85,41.23,43.46,R,71.0,203.0,1994-03-14,USA,,,,L,29,"[49, 56, 64, 1, 12]","[22, 36, 47, 5, 23]","[53, 68, 66, 2, 2]","['FLA', 'FLA', 'NYR', 'ANA', 'ANA']"
2023-2024,8477919,Frederick Gaudreau,MIN,F,22.6,5.9,49.8,35.7,59.1,57.8,20.5,11.4,28.1,42.5,8.9,52.5,26.7,51.1,19.4,340,413,221,185.0,82.0,186,348,389,315,253,400,209,322,215,354,438,286,198,Third Line,67.0,934.13,5.0,10.0,15.0,6.8,30.0,43.87,C,72.0,184.0,1993-05-01,CAN,,,,R,30,"[None, 62, 63, 33, 9]","[None, 65, 28, 9, 2]","[None, 84, 71, 45, 41]","[None, 'PIT', 'MIN', 'MIN', 'MIN']"
2023-2024,8478028,Fredrik Olofsson,COL,F,34.7,17.8,74.2,,47.5,51.8,3.0,0.9,17.1,30.6,42.2,2.3,35.2,35.2,2.5,287,361,114,,105.0,212,423,435,363,302,254,429,285,285,428,438,286,198,Fourth Line,57.0,556.2,3.0,6.0,9.0,4.75,45.45,42.03,L,74.0,190.0,1996-05-27,SWE,2014.0,4.0,98.0,L,27,"[None, None, None, None, 37]","[None, None, None, None, 18]","[None, None, None, None, 69]","[None, None, None, None, 'COL']"
2023-2024,8480014,Gabriel Vilardi,WPG,F,83.6,31.1,55.7,63.6,,92.0,87.9,71.9,39.7,97.9,19.2,82.4,81.5,70.3,23.3,73,303,195,105.0,,36,54,124,264,10,355,78,82,131,337,438,286,198,Second Line,47.0,799.35,22.0,14.0,36.0,18.87,60.0,48.49,C,75.0,216.0,1999-08-16,CAN,2017.0,1.0,11.0,R,24,"[None, 65, 39, 91, 83]","[None, 38, 24, 40, 27]","[None, 24, 35, 73, 49]","[None, 'LAK', 'LAK', 'LAK', 'WPG']"
2023-2024,8477903,Garnet Hathaway,PHI,F,79.7,57.3,96.6,,86.4,39.0,37.0,37.4,8.0,87.7,99.3,3.9,28.1,70.1,60.3,90,188,16,,28.0,268,276,275,402,55,4,422,316,132,175,438,286,198,Fourth Line,82.0,1024.03,7.0,10.0,17.0,12.63,43.75,56.55,R,74.0,212.0,1991-11-23,USA,,,,R,31,"[70, 45, 73, 81, 75]","[50, 57, 62, 49, 58]","[89, 81, 93, 87, 98]","['WSH', 'WSH', 'WSH', 'BOS', 'PHI']"
2023-2024,8474679,Gustav Nyquist,NSH,F,27.4,58.0,5.0,55.2,,63.7,49.8,40.4,87.9,58.0,16.4,87.0,51.6,45.9,87.2,319,185,417,129.0,,160,221,262,54,185,367,58,213,238,57,438,286,198,Second Line,81.0,1437.13,23.0,52.0,75.0,20.94,54.37,51.93,R,71.0,180.0,1989-09-01,SWE,2008.0,4.0,121.0,L,34,"[22, None, 40, 18, 41]","[52, None, 57, 43, 66]","[37, None, 4, 12, 3]","['CBJ', None, 'CBJ', 'MIN', 'NSH']"
2023-2024,8482148,Hendrix Lapierre,WSH,F,58.9,18.3,37.0,25.9,,87.4,60.5,7.3,28.5,74.4,13.2,82.9,61.6,29.2,32.9,181,359,277,213.0,,56,174,407,313,113,381,76,169,311,295,438,286,198,Fourth Line,51.0,583.3,8.0,14.0,22.0,5.51,48.84,43.89,C,72.0,195.0,2002-02-09,CAN,2020.0,1.0,22.0,L,21,"[None, None, None, None, 58]","[None, None, None, None, 18]","[None, None, None, None, 35]","[None, None, None, None, 'WSH']"
2023-2024,8477392,Hudson Fasching,NYI,F,65.8,57.5,77.4,,,60.3,52.1,46.3,58.4,59.6,39.5,9.4,93.8,38.1,64.8,151,187,100,,,175,211,236,183,178,266,398,28,272,155,438,286,198,Fourth Line,45.0,541.92,4.0,10.0,14.0,5.06,45.0,47.65,R,75.0,214.0,1995-07-28,USA,2013.0,4.0,118.0,R,28,"[None, None, None, 79, 48]","[None, None, None, 69, 43]","[None, None, None, 68, 77]","[None, None, None, 'NYI', 'NYI']"
2023-2024,8481624,Ilya Mikheyev,VAN,F,74.2,57.8,87.0,25.2,56.1,56.4,72.1,76.7,70.3,87.0,19.4,37.7,71.0,63.2,61.2,114,186,58,215.0,88.0,192,123,103,131,58,354,274,128,162,171,438,286,198,Third Line,78.0,1112.6,11.0,20.0,31.0,16.51,51.32,53.81,R,74.0,192.0,1994-10-10,RUS,,,,L,28,"[29, 28, 78, 84, 51]","[51, 61, 67, 48, 57]","[35, 52, 87, 69, 90]","['TOR', 'TOR', 'TOR', 'VAN', 'VAN']"
2023-2024,8480806,Isac Lundeström,ANA,F,12.1,3.9,55.5,,25.8,40.6,12.1,17.1,21.7,61.4,23.3,11.9,46.1,4.6,55.3,386,422,196,,148.0,261,385,364,343,170,337,387,237,419,197,438,286,198,Third Line,46.0,659.68,5.0,6.0,11.0,7.96,46.67,49.33,C,73.0,192.0,1999-11-06,SWE,2018.0,1.0,23.0,L,23,"[None, 27, 50, 7, 15]","[None, 14, 4, 3, 7]","[None, 35, 58, 36, 68]","[None, 'ANA', 'ANA', 'ANA', 'ANA']"
2023-2024,8477964,Ivan Barbashev,VGK,F,15.1,45.9,2.3,8.4,,74.4,69.6,55.0,88.1,73.5,87.2,66.2,96.3,55.9,83.6,373,238,429,263.0,,113,134,198,53,117,57,149,17,194,73,438,286,198,Second Line,82.0,1321.28,19.0,26.0,45.0,18.61,57.94,50.17,L,72.0,203.0,1995-12-14,RUS,2014.0,2.0,33.0,L,27,"[26, 5, 21, 25, 16]","[23, 23, 16, 55, 51]","[22, 13, 2, 5, 1]","['STL', 'STL', 'STL', 'VGK', 'VGK']"
