Season,Player,Team,Position,tot_rank,evo_rank,evd_rank,ppl_rank,pkl_rank,fin_rank,gol_rank,xgl_rank,ast_rank,pen_rank,hit_rank,pdo_rank,ozs_rank,tmt_rank,cmp_rank,Role,GP,TOI,Goals,Total Assists,Total Points,ixG,GF%,xGF%,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Overall Draft Position,Player ID,Specific Position,tot_history,evo_history,evd_history,ppl_history,pkl_history,team_history
2008-2009,Ethan Moreau,EDM,F,,,,,,,184.0,105.0,279.0,388.0,164.0,103.0,247.0,,,Third Line,77,1183.0666666667,14,12,26,14.47,47.22,44.01,32,1975-09-22,CAN,CAN,75,223,1994,1,14,8460504,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'EDM', 'EDM']"
2008-2009,Evgeni Malkin,PIT,F,,,,,,,102.0,114.0,1.0,25.0,249.0,8.0,36.0,,,First Line,82,1846.4,35,78,113,32.24,60.18,49.55,22,1986-07-31,RUS,RUS,75,195,2004,1,2,8471215,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'PIT', 'PIT']"
2008-2009,Evgeny Artyukhin,TBL,F,,,,,,,325.0,282.0,316.0,390.0,3.0,35.0,248.0,,,Fourth Line,73,779.05,6,10,16,7.42,53.06,44.79,25,1983-04-04,RUS,RUS,76,255,2001,3,94,8469543,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TBL']"
2008-2009,Fabian Brunnstrom,DAL,F,,,,,,,4.0,62.0,253.0,198.0,214.0,297.0,9.0,,,Fourth Line,55,639.06666666667,17,12,29,9.11,40.74,48.84,23,1985-02-06,SWE,SWE,73,206,-,-,-,8474552,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DAL']"
2008-2009,Fernando Pisani,EDM,F,,,,,,,92.0,167.0,219.0,252.0,190.0,76.0,224.0,,,Third Line,38,581.8,7,8,15,5.75,46.34,43.78,31,1976-12-27,CAN,CAN,73,205,1996,8,195,8465170,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'EDM', 'EDM']"
2008-2009,Frans Nielsen,NYI,F,,,,,,,300.0,228.0,297.0,9.0,301.0,207.0,288.0,,,Second Line,59,975.88333333333,9,24,33,12.62,46.00,48.72,24,1984-04-24,DNK,DNK,73,186,2002,3,87,8470144,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYI']"
2008-2009,Freddy Modin,CBJ,F,,,,,,,268.0,73.0,184.0,209.0,342.0,34.0,351.0,,,Second Line,50,843.76666666667,9,16,25,11.8,60.98,51.47,33,1974-10-08,SWE,SWE,76,220,1994,3,64,8460556,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CBJ', 'CBJ']"
2008-2009,Fredrik Sjostrom,NYR,F,,,,,,,324.0,217.0,398.0,242.0,68.0,299.0,228.0,,,Fourth Line,79,961.26666666667,7,6,13,9.31,33.33,48.69,25,1983-05-06,SWE,SWE,73,218,2001,1,11,8469464,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NYR', 'NYR']"
2008-2009,Gary Roberts,TBL,F,,,,,,,364.0,365.0,346.0,145.0,175.0,254.0,355.0,,,Fourth Line,30,349.43333333333,4,3,7,3.65,30.00,40.17,42,1966-05-23,CAN,CAN,74,215,1984,1,12,8450900,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'PIT', 'TBL']"
2008-2009,George Parros,ANA,F,,,,,,,327.0,385.0,318.0,353.0,25.0,23.0,104.0,,,Fringe,74,463.05,5,5,10,3.4,62.07,47.62,28,1979-12-29,USA,USA,77,224,1999,8,222,8468095,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'ANA', 'ANA']"
2008-2009,Glen Metropolit,MTL,F,,,,,,,313.0,309.0,235.0,174.0,268.0,191.0,325.0,,,Fourth Line,76,957.88333333333,6,11,17,6.58,44.23,47.29,34,1974-06-25,CAN,CAN,70,196,-,-,-,8462823,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'BOS', 'MTL']"
2008-2009,Gregory Campbell,FLA,F,,,,,,,331.0,159.0,133.0,288.0,41.0,132.0,338.0,,,Second Line,77,1292.3666666667,13,19,32,14.4,48.81,44.46,24,1983-12-17,CAN,CAN,72,188,2002,3,67,8470169,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'FLA', 'FLA']"
2008-2009,Guillaume Latendresse,MTL,F,,,,,,,36.0,92.0,267.0,325.0,45.0,78.0,193.0,,,Third Line,56,762.41666666667,14,12,26,12.13,54.72,49.6,21,1987-05-24,CAN,CAN,74,230,2005,2,45,8471670,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'MTL', 'MTL']"
2008-2009,Henrik Sedin,VAN,F,,,,,,,158.0,300.0,7.0,132.0,401.0,41.0,148.0,,,First Line,82,1601.0333333333,22,60,82,16.98,63.83,52.81,27,1980-09-26,SWE,SWE,74,183,1999,1,3,8467876,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'VAN', 'VAN']"
2008-2009,Henrik Zetterberg,DET,F,,,,,,,51.0,18.0,86.0,19.0,322.0,201.0,303.0,,,First Line,77,1530.6166666667,31,42,73,29.06,53.41,56.03,27,1980-10-09,SWE,SWE,72,197,1999,7,210,8468083,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'DET', 'DET']"
2008-2009,Ian Laperriere,COL,F,,,,,,,301.0,398.0,174.0,375.0,156.0,159.0,337.0,,,Third Line,74,1023.9833333333,7,12,19,4.8,51.06,47.89,34,1974-01-19,CAN,CAN,73,200,1992,7,158,8459094,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'COL', 'COL']"
2008-2009,Ilya Kovalchuk,ATL,F,,,,,,,9.0,107.0,127.0,127.0,373.0,78.0,211.0,,,First Line,79,1721.7,43,48,91,28.84,47.86,43.92,25,1983-04-15,RUS,RUS,75,222,2001,1,1,8469454,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'ATL', 'ATL']"
2008-2009,J-P Dumont,NSH,F,,,,,,,133.0,60.0,14.0,109.0,350.0,40.0,79.0,,,Second Line,82,1434.75,16,49,65,20.24,56.31,50.99,30,1978-04-01,CAN,CAN,73,205,1996,1,3,8464957,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NSH', 'NSH']"
2008-2009,Jakub Voracek,CBJ,F,,,,,,,198.0,311.0,9.0,337.0,339.0,39.0,49.0,,,Fourth Line,80,1012.4833333333,9,29,38,8.89,60.00,50.99,19,1989-08-15,CZE,CZE,74,216,2007,1,7,8474161,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CBJ']"
2008-2009,Jamal Mayers,TOR,F,,,,,,,210.0,271.0,222.0,368.0,138.0,263.0,55.0,,,Fourth Line,71,748.6,7,9,16,6.64,41.30,42.56,33,1974-10-24,CAN,CAN,73,222,1993,4,89,8459514,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'STL', 'TOR']"
2008-2009,James Neal,DAL,F,,,,,,,57.0,119.0,282.0,131.0,46.0,253.0,115.0,,,Second Line,77,1221.8833333333,24,13,37,16.45,45.95,50.33,20,1987-09-03,CAN,CAN,75,212,2005,2,33,8471707,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'DAL']"
2008-2009,James Sheppard,MIN,F,,,,,,,373.0,387.0,181.0,74.0,262.0,187.0,273.0,,,Third Line,82,1244.8833333333,5,19,24,9.65,41.89,45.47,20,1988-04-25,CAN,CAN,73,215,2006,1,9,8473536,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'MIN', 'MIN']"
2008-2009,Jamie Langenbrunner,NJD,F,,,,,,,122.0,141.0,20.0,219.0,267.0,84.0,108.0,,,First Line,81,1466.0333333333,29,40,69,20.82,64.20,58.78,33,1975-07-24,USA,USA,73,205,1993,2,35,8459457,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NJD', 'NJD']"
2008-2009,Jamie Lundmark,CGY,F,,,,,,,2.0,132.0,361.0,156.0,288.0,183.0,83.0,,,Third Line,27,377.51666666667,8,8,16,4.5,52.00,49.03,27,1981-01-16,CAN,CAN,72,197,1999,1,9,8467882,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'CGY']"
2008-2009,Jamie McGinn,SJS,F,,,,,,,246.0,374.0,387.0,268.0,65.0,286.0,14.0,,,Fringe,35,312.25,4,2,6,2.25,33.33,46.15,20,1988-08-05,CAN,CAN,73,205,2006,2,36,8473465,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'SJS']"
2008-2009,Jannik Hansen,VAN,F,,,,,,,276.0,229.0,75.0,172.0,334.0,137.0,379.0,,,Fourth Line,55,688.81666666667,6,15,21,7.13,50.00,49.56,22,1986-03-15,DNK,DNK,73,198,2004,9,287,8471498,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'VAN']"
2008-2009,Jared Boll,CBJ,F,,,,,,,353.0,323.0,312.0,180.0,8.0,258.0,298.0,,,Fringe,75,667.41666666667,4,10,14,5.7,43.48,46.15,22,1986-05-13,USA,USA,75,206,2005,4,101,8471766,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CBJ', 'CBJ']"
2008-2009,Jarkko Ruutu,OTT,F,,,,,,,306.0,350.0,223.0,378.0,37.0,120.0,268.0,,,Fourth Line,78,913.38333333333,7,14,21,6.92,49.06,49.51,33,1975-08-23,FIN,FIN,73,204,1998,3,68,8467393,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'PIT', 'OTT']"
2008-2009,Jarome Iginla,CGY,F,,,,,,,38.0,34.0,35.0,10.0,285.0,100.0,181.0,,,First Line,82,1772.25,35,54,89,30.53,52.94,51.81,31,1977-07-01,CAN,CAN,73,210,1995,1,11,8462042,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CGY', 'CGY']"
2008-2009,Jarret Stoll,LAK,F,,,,,,,310.0,117.0,280.0,386.0,70.0,203.0,352.0,,,Second Line,74,1264.25,18,23,41,15.31,50.00,54.71,26,1982-06-24,CAN,CAN,73,216,2002,2,36,8468526,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'EDM', 'LAK']"
2008-2009,Jason Arnott,NSH,F,,,,,,,8.0,14.0,160.0,350.0,360.0,33.0,99.0,,,First Line,65,1229.2833333333,33,24,57,22.38,54.26,50.63,33,1974-10-11,CAN,CAN,77,220,1993,1,7,8459429,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NSH', 'NSH']"
2008-2009,Jason Blake,TOR,F,,,,,,,65.0,10.0,29.0,18.0,202.0,223.0,217.0,,,First Line,78,1430.7166666667,25,38,63,27.89,49.50,52.43,34,1973-09-02,USA,USA,70,190,-,-,-,8467844,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'TOR', 'TOR']"
2008-2009,Jason Chimera,CBJ,F,,,,,,,171.0,201.0,89.0,314.0,166.0,22.0,231.0,,,Second Line,49,796.01666666667,8,14,22,8.99,63.27,48.4,29,1979-05-02,CAN,CAN,75,215,1997,5,121,8466251,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CBJ', 'CBJ']"
2008-2009,Jason Pominville,BUF,F,,,,,,,99.0,149.0,26.0,81.0,316.0,82.0,360.0,,,First Line,82,1620.2166666667,20,46,66,17.99,51.69,49.24,25,1982-11-30,CAN,USA,72,180,2001,2,55,8469506,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'BUF', 'BUF']"
2008-2009,Jason Spezza,OTT,F,,,,,,,61.0,115.0,59.0,264.0,383.0,121.0,146.0,,,First Line,82,1614.5333333333,32,41,73,24.61,47.62,51.52,25,1983-06-13,CAN,CAN,75,219,2001,1,2,8469455,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'OTT', 'OTT']"
2008-2009,Jason Williams,CBJ,F,,,,,,,145.0,334.0,56.0,203.0,347.0,56.0,124.0,,,Second Line,80,1268.65,19,28,47,12.94,53.16,49.61,28,1980-08-11,CAN,CAN,71,192,-,-,-,8468789,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CHI', 'CBJ']"
2008-2009,Jay McClement,STL,F,,,,,,,350.0,261.0,284.0,195.0,332.0,293.0,389.0,,,Second Line,82,1361.45,12,14,26,13.57,34.48,46.63,25,1983-03-02,CAN,CAN,73,205,2001,2,57,8469508,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'STL', 'STL']"
2008-2009,Jay Pandolfo,NJD,F,,,,,,,287.0,389.0,358.0,231.0,281.0,217.0,130.0,,,Third Line,61,905.18333333333,5,5,10,4.97,33.33,43.05,33,1974-12-27,USA,USA,73,190,1993,2,32,8459454,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NJD', 'NJD']"
2008-2009,Jeff Carter,PHI,F,,,,,,,16.0,20.0,183.0,349.0,348.0,59.0,371.0,,,First Line,82,1718.5833333333,46,38,84,32.07,55.56,47.39,23,1985-01-01,CAN,CAN,75,219,2003,1,11,8470604,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'PHI', 'PHI']"
2008-2009,Jeff Halpern,TBL,F,,,,,,,271.0,376.0,225.0,234.0,263.0,211.0,391.0,,,Second Line,52,884.48333333333,7,9,16,6.14,39.53,43.5,32,1976-05-03,USA,USA,72,190,-,-,-,8467831,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'TBL', 'TBL']"
2008-2009,Jeff Tambellini,NYI,F,,,,,,,316.0,233.0,368.0,302.0,165.0,302.0,188.0,,,Fourth Line,65,852.2,7,8,15,9.05,35.85,47.1,24,1984-04-13,CAN,CAN,71,188,2003,1,27,8470620,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NYI', 'NYI']"
2008-2009,Jere Lehtinen,DAL,F,,,,,,,236.0,76.0,256.0,230.0,277.0,108.0,297.0,,,First Line,48,912.21666666667,8,16,24,12.72,53.06,52.4,35,1973-06-24,FIN,FIN,72,194,1992,4,88,8459024,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'DAL', 'DAL']"
2008-2009,Jeremy Roenick,SJS,F,,,,,,,308.0,246.0,97.0,271.0,115.0,218.0,22.0,,,Fourth Line,42,488.98333333333,4,9,13,5.35,51.52,54.12,38,1970-01-17,USA,USA,73,205,1988,1,8,8450978,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'SJS', 'SJS']"
2008-2009,Jerred Smithson,NSH,F,,,,,,,377.0,396.0,311.0,357.0,86.0,229.0,403.0,,,Third Line,82,1135.3833333333,4,9,13,5.38,44.83,42.4,29,1979-02-04,CAN,CAN,75,209,-,-,-,8468162,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NSH', 'NSH']"
2008-2009,Jesse Winchester,OTT,F,,,,,,,389.0,328.0,273.0,62.0,48.0,162.0,278.0,,,Fourth Line,76,804.65,3,15,18,7.13,50.00,50.2,24,1983-10-04,CAN,CAN,73,188,-,-,-,8474498,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'OTT']"
2008-2009,Jim Slater,ATL,F,,,,,,,212.0,57.0,290.0,142.0,100.0,148.0,138.0,,,Fourth Line,60,674.83333333333,8,10,18,9.55,50.00,49.4,25,1982-12-09,USA,USA,72,195,2002,1,30,8470289,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'ATL', 'ATL']"
2008-2009,Jiri Hudler,DET,F,,,,,,,50.0,178.0,140.0,147.0,384.0,161.0,2.0,,,Third Line,82,1119.3166666667,23,34,57,15.98,55.26,55.24,24,1984-01-04,CZE,CZE,70,190,2002,2,58,8470201,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'DET', 'DET']"
2008-2009,Jiri Novotny,CBJ,F,,,,,,,341.0,332.0,333.0,179.0,75.0,246.0,120.0,,,Fourth Line,42,559.65,4,3,7,4.5,50.00,51.79,25,1983-08-12,CZE,CZE,75,204,2001,1,22,8469475,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CBJ', 'CBJ']"
2008-2009,Joakim Lindstrom,PHX,F,,,,,,,147.0,280.0,363.0,237.0,257.0,118.0,204.0,,,Third Line,44,653.93333333333,9,11,20,6.86,45.65,46.62,24,1983-12-05,SWE,SWE,72,187,2002,2,41,8470152,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'PHX']"
2008-2009,Jochen Hecht,BUF,F,,,,,,,215.0,168.0,255.0,227.0,355.0,260.0,369.0,,,Second Line,70,1217.6833333333,12,15,27,12.7,41.10,51.63,31,1977-06-21,DEU,DEU,73,198,1995,2,49,8462077,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'BUF', 'BUF']"
2008-2009,Jody Shelley,SJS,F,,,,,,,387.0,326.0,394.0,398.0,5.0,297.0,6.0,,,Fringe,70,433.16666666667,2,2,4,4.12,33.33,51.09,32,1976-02-07,CAN,CAN,75,230,-,-,-,8462535,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'SJS', 'SJS']"
2008-2009,Joe Pavelski,SJS,F,,,,,,,155.0,13.0,214.0,126.0,206.0,212.0,219.0,,,First Line,80,1517.0833333333,25,34,59,28.77,54.29,57.41,24,1984-07-11,USA,USA,71,200,2003,7,205,8470794,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'SJS', 'SJS']"
2008-2009,Joe Thornton,SJS,F,,,,,,,196.0,335.0,8.0,35.0,305.0,85.0,103.0,,,First Line,82,1595.9166666667,25,61,86,16.31,57.29,57.0,29,1979-07-02,CAN,CAN,76,220,1997,1,1,8466138,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'SJS', 'SJS']"
2008-2009,Joel Lundqvist,DAL,F,,,,,,,394.0,393.0,277.0,364.0,16.0,288.0,70.0,,,Fourth Line,43,464.8,1,5,6,2.59,33.33,45.13,26,1982-03-02,SWE,SWE,73,194,2000,3,68,8468548,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'DAL', 'DAL']"
2008-2009,Joel Ward,NSH,F,,,,,,,169.0,83.0,122.0,67.0,227.0,141.0,364.0,,,Second Line,79,1265.2,17,18,35,16.1,50.00,50.63,27,1980-12-02,CAN,CAN,73,225,-,-,-,8468208,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NSH']"
2008-2009,Joey Crabb,ATL,F,,,,,,,223.0,312.0,143.0,204.0,59.0,207.0,180.0,,,Fourth Line,29,354.13333333333,4,5,9,3.16,44.00,49.0,25,1983-04-03,USA,USA,73,188,2002,7,226,8470156,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'ATL']"
2008-2009,Joffrey Lupul,PHI,F,,,,,,,31.0,89.0,171.0,146.0,225.0,87.0,333.0,,,Second Line,79,1239.1,25,25,50,19.9,50.00,45.19,24,1983-09-23,CAN,CAN,73,206,2002,1,7,8470207,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'PHI', 'PHI']"
2008-2009,Johan Franzen,DET,F,,,,,,,24.0,72.0,221.0,287.0,226.0,113.0,272.0,,,First Line,71,1285.2,34,25,59,23.04,63.64,58.91,28,1979-12-23,SWE,SWE,76,232,2004,3,97,8471309,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'DET', 'DET']"
2008-2009,John Madden,NJD,F,,,,,,,311.0,272.0,239.0,202.0,302.0,153.0,118.0,,,Second Line,76,1247.6833333333,7,16,23,11.07,43.10,46.66,35,1973-05-04,CAN,CAN,71,190,-,-,-,8466371,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NJD', 'NJD']"
2008-2009,John Mitchell,TOR,F,,,,,,,208.0,362.0,104.0,41.0,168.0,286.0,44.0,,,Third Line,76,1049.05,12,17,29,8.17,38.46,41.82,23,1985-01-22,CAN,CAN,73,204,2003,5,158,8470750,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'TOR']"
2008-2009,Jon Sim,NYI,F,,,,,,,164.0,26.0,268.0,194.0,182.0,243.0,320.0,,,Fourth Line,49,596.31666666667,9,6,15,10.45,40.00,44.76,30,1977-09-29,CAN,CAN,70,189,1996,3,70,8465024,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYI']"
2008-2009,Jonathan Cheechoo,SJS,F,,,,,,,250.0,64.0,257.0,275.0,122.0,189.0,220.0,,,Third Line,66,1010.9166666667,12,17,29,16.0,50.00,55.33,28,1980-07-15,CAN,CAN,73,206,1998,2,29,8467357,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'SJS', 'SJS']"
2008-2009,Jonathan Toews,CHI,F,,,,,,,28.0,231.0,188.0,102.0,319.0,137.0,86.0,,,First Line,82,1527.3166666667,34,35,69,21.64,52.94,56.52,20,1988-04-29,CAN,CAN,74,201,2006,1,3,8473604,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'CHI', 'CHI']"
2008-2009,Jordan Staal,PIT,F,,,,,,,185.0,87.0,170.0,107.0,145.0,119.0,375.0,,,First Line,82,1627.4,22,27,49,21.57,52.44,52.49,19,1988-09-10,CAN,CAN,76,220,2006,1,2,8473533,C,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'PIT', 'PIT']"
2008-2009,Jordin Tootoo,NSH,F,,,,,,,288.0,234.0,325.0,98.0,80.0,275.0,311.0,,,Fourth Line,72,870.33333333333,4,12,16,9.02,37.25,40.77,25,1983-02-02,CAN,CAN,69,195,2001,4,98,8469547,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'NSH', 'NSH']"
2008-2009,Josh Bailey,NYI,F,,,,,,,371.0,391.0,309.0,178.0,264.0,180.0,82.0,,,Third Line,68,1052.7666666667,7,18,25,10.81,41.67,42.69,18,1989-10-02,CAN,CAN,73,200,2008,1,9,8474573,R,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, 'NYI']"
2008-2009,Jussi Jokinen,CAR,F,,,,,,,309.0,320.0,94.0,255.0,351.0,245.0,107.0,,,Third Line,71,1087.2166666667,7,20,27,8.64,44.64,47.68,25,1983-04-01,FIN,FIN,72,191,2001,6,192,8469638,L,"[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, None, None]","[None, None, None, 'TBL', 'CAR']"
