Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID,Headshot URL,Team URL
2020-2021,Marco Scandella,STL,D,193.0,116.0,,162.0,188.0,111.0,141.0,63.0,219.0,159.0,133.0,113.0,,146.0,Second Pair,49,977.46666666667,3,1,30,1990-02-23,CAN,CAN,75,212,2008,2,25,55,8474618.0,https://assets.nhle.com/mugs/nhl/20202021/STL/8474618.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2020-2021,Marcus Pettersson,PIT,D,142.0,39.0,,,118.0,20.0,178.0,149.0,109.0,100.0,176.0,96.0,,162.0,Third Pair,47,774.8,2,3,24,1996-05-08,SWE,SWE,75,177,2014,2,8,38,8477969.0,https://assets.nhle.com/mugs/nhl/20202021/PIT/8477969.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg
2020-2021,Mario Ferraro,SJS,D,172.0,91.0,81.0,33.0,90.0,172.0,204.0,194.0,145.0,186.0,150.0,30.0,,131.0,First Pair,56,1255.8333333333,1,7,21,1998-09-17,CAN,CAN,72,209,2017,2,18,49,8479983.0,https://assets.nhle.com/mugs/nhl/20202021/SJS/8479983.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg
2020-2021,Mark Borowiecki,NSH,D,213.0,10.0,,100.0,210.0,133.0,99.0,159.0,224.0,227.0,227.0,3.0,,134.0,Third Pair,22,300.88333333333,0,0,31,1989-07-12,CAN,CAN,74,204,2008,5,18,139,8474697.0,https://assets.nhle.com/mugs/nhl/20202021/NSH/8474697.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2020-2021,Mark Giordano,CGY,D,30.0,16.0,23.0,64.0,49.0,40.0,10.0,43.0,68.0,151.0,66.0,182.0,,11.0,First Pair,56,1284.8666666667,9,6,36,1983-10-03,CAN,CAN,72,205,-,-,-,-,8470966.0,https://assets.nhle.com/mugs/nhl/20202021/CGY/8470966.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg
2020-2021,Mark Pysyk,DAL,D,22.0,56.0,,131.0,75.0,11.0,13.0,1.0,75.0,144.0,219.0,63.0,,184.0,Fringe,36,421.58333333333,3,1,28,1992-01-11,CAN,CAN,73,198,2010,1,23,23,8475796.0,https://assets.nhle.com/mugs/nhl/20202021/DAL/8475796.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg
2020-2021,Markus Nutivaara,FLA,D,94.0,84.0,,,87.0,25.0,62.0,155.0,159.0,26.0,135.0,110.0,,148.0,Third Pair,30,479.26666666667,0,3,26,1994-06-06,FIN,FIN,73,187,2015,7,8,189,8478906.0,https://assets.nhle.com/mugs/nhl/20202021/FLA/8478906.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg
2020-2021,Mathew Dumba,MIN,D,72.0,66.0,45.0,55.0,110.0,70.0,80.0,49.0,54.0,137.0,128.0,108.0,,42.0,First Pair,51,1136.2666666667,6,9,26,1994-07-25,CAN,CAN,72,181,2012,1,7,7,8476856.0,https://assets.nhle.com/mugs/nhl/20202021/MIN/8476856.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2020-2021,Matt Grzelcyk,BOS,D,11.0,3.0,54.0,,27.0,2.0,32.0,57.0,8.0,117.0,201.0,191.0,,62.0,Second Pair,37,730.51666666667,5,9,26,1994-01-05,USA,USA,70,176,2012,3,24,85,8476891.0,https://assets.nhle.com/mugs/nhl/20202021/BOS/8476891.png,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg
2020-2021,Matt Irwin,BUF,D,113.0,134.0,,20.0,156.0,218.0,38.0,206.0,90.0,148.0,191.0,11.0,,150.0,Third Pair,24,390.01666666667,0,2,32,1987-11-29,CAN,CAN,74,200,-,-,-,-,8475625.0,https://assets.nhle.com/mugs/nhl/20202021/BUF/8475625.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2020-2021,Matt Roy,LAK,D,149.0,120.0,,103.0,134.0,157.0,81.0,114.0,200.0,104.0,31.0,72.0,,100.0,Second Pair,44,847.18333333333,2,1,25,1995-03-01,USA,USA,73,205,2015,7,13,194,8478911.0,https://assets.nhle.com/mugs/nhl/20202021/LAK/8478911.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg
2020-2021,Matt Tennyson,NJD,D,210.0,194.0,,92.0,221.0,219.0,221.0,100.0,83.0,182.0,35.0,49.0,,213.0,Third Pair,21,304.6,1,2,30,1990-04-23,USA,USA,74,205,-,-,-,-,8476807.0,https://assets.nhle.com/mugs/nhl/20202021/NJD/8476807.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg
2020-2021,Matthew Benning,NSH,D,181.0,133.0,,70.0,173.0,64.0,144.0,170.0,169.0,222.0,48.0,62.0,,212.0,Third Pair,52,848.6,1,0,26,1994-05-25,CAN,CAN,73,203,2012,6,24,175,,,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2020-2021,Mattias Ekholm,NSH,D,31.0,145.0,75.0,119.0,57.0,128.0,26.0,22.0,63.0,170.0,103.0,209.0,,41.0,First Pair,47,1075.4333333333,6,8,30,1990-05-24,SWE,SWE,76,215,2009,4,11,102,8475218.0,https://assets.nhle.com/mugs/nhl/20202021/NSH/8475218.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2020-2021,Michael Del Zotto,CBJ,D,101.0,188.0,,26.0,123.0,175.0,114.0,61.0,117.0,71.0,55.0,20.0,,125.0,Third Pair,53,947.98333333333,4,3,30,1990-06-24,CAN,CAN,72,195,2008,1,20,20,8474584.0,https://assets.nhle.com/mugs/nhl/20202021/CBJ/8474584.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2020-2021,Michael Stone,CGY,D,36.0,138.0,,75.0,82.0,165.0,8.0,21.0,146.0,95.0,166.0,71.0,,94.0,Third Pair,21,337.66666666667,2,1,30,1990-06-07,CAN,CAN,75,210,2008,3,8,69,8474628.0,https://assets.nhle.com/mugs/nhl/20202021/CGY/8474628.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg
2020-2021,Mike Matheson,PIT,D,46.0,124.0,88.0,,153.0,118.0,41.0,12.0,53.0,147.0,127.0,160.0,,76.0,Second Pair,44,820.1,5,6,26,1994-02-27,CAN,CAN,74,193,2012,1,23,23,8476875.0,https://assets.nhle.com/mugs/nhl/20202021/PIT/8476875.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg
2020-2021,Mike Reilly,BOS,D,42.0,185.0,27.0,159.0,8.0,114.0,35.0,210.0,62.0,169.0,146.0,121.0,,78.0,Second Pair,55,1060.25,0,8,27,1993-07-13,USA,USA,73,196,2011,4,7,98,8476422.0,https://assets.nhle.com/mugs/nhl/20202021/BOS/8476422.png,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg
2020-2021,Mike Reilly,OTT,D,42.0,185.0,27.0,159.0,8.0,114.0,35.0,210.0,62.0,169.0,146.0,121.0,,78.0,Second Pair,55,1060.25,0,8,27,1993-07-13,USA,USA,73,196,2011,4,7,98,8476422.0,https://assets.nhle.com/mugs/nhl/20202021/OTT/8476422.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg
2020-2021,Mikey Anderson,LAK,D,219.0,140.0,,153.0,209.0,141.0,216.0,202.0,212.0,172.0,180.0,130.0,,168.0,Second Pair,54,1143.4833333333,1,4,21,1999-05-25,USA,USA,72,195,2017,4,10,103,8479998.0,https://assets.nhle.com/mugs/nhl/20202021/LAK/8479998.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg
2020-2021,Mikhail Sergachev,TBL,D,39.0,58.0,43.0,7.0,37.0,54.0,92.0,74.0,15.0,46.0,147.0,105.0,,43.0,Second Pair,56,1230.3333333333,4,14,22,1998-06-25,RUS,RUS,73,217,2016,1,9,9,8479410.0,https://assets.nhle.com/mugs/nhl/20202021/TBL/8479410.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg
2020-2021,Mikko Lehtonen,CBJ,D,171.0,209.0,,,218.0,213.0,124.0,214.0,51.0,53.0,200.0,111.0,,195.0,Third Pair,26,412.9,0,3,26,1994-01-16,FIN,FIN,72,196,-,-,-,-,8482247.0,https://assets.nhle.com/mugs/nhl/20202021/CBJ/8482247.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2020-2021,Mikko Lehtonen,TOR,D,171.0,209.0,,,218.0,213.0,124.0,214.0,51.0,53.0,200.0,111.0,,195.0,Third Pair,26,412.9,0,3,26,1994-01-16,FIN,FIN,72,196,-,-,-,-,8482247.0,https://assets.nhle.com/mugs/nhl/20202021/TOR/8482247.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2020-2021,Miro Heiskanen,DAL,D,69.0,125.0,30.0,67.0,62.0,18.0,69.0,64.0,111.0,113.0,7.0,194.0,,40.0,First Pair,55,1373.2166666667,8,8,21,1999-07-18,FIN,FIN,73,195,2017,1,3,3,8480036.0,https://assets.nhle.com/mugs/nhl/20202021/DAL/8480036.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg
2020-2021,Morgan Rielly,TOR,D,34.0,197.0,21.0,,9.0,155.0,65.0,77.0,98.0,43.0,121.0,165.0,,24.0,First Pair,55,1298.6833333333,5,11,26,1994-03-09,CAN,CAN,73,222,2012,1,5,5,8476853.0,https://assets.nhle.com/mugs/nhl/20202021/TOR/8476853.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2020-2021,Nate Schmidt,VAN,D,56.0,190.0,65.0,139.0,50.0,186.0,102.0,41.0,81.0,202.0,81.0,223.0,,69.0,Second Pair,54,1085.55,5,8,29,1991-07-16,USA,USA,72,195,-,-,-,-,8477220.0,https://assets.nhle.com/mugs/nhl/20202021/VAN/8477220.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg
2020-2021,Nathan Beaulieu,WPG,D,191.0,215.0,,166.0,170.0,204.0,131.0,199.0,202.0,66.0,151.0,53.0,,190.0,Third Pair,25,418.18333333333,0,0,27,1992-12-05,CAN,CAN,74,200,2011,1,17,17,8476470.0,https://assets.nhle.com/mugs/nhl/20202021/WPG/8476470.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2020-2021,Neal Pionk,WPG,D,85.0,158.0,2.0,,116.0,144.0,74.0,167.0,67.0,168.0,52.0,36.0,,29.0,Second Pair,54,1185.4666666667,3,19,25,1995-07-29,USA,USA,72,185,-,-,-,-,8480145.0,https://assets.nhle.com/mugs/nhl/20202021/WPG/8480145.png,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg
2020-2021,Nick Holden,VGK,D,41.0,14.0,,,11.0,38.0,59.0,153.0,122.0,88.0,46.0,40.0,,139.0,Third Pair,17,269.33333333333,0,2,33,1987-05-15,CAN,CAN,76,210,-,-,-,-,8474207.0,https://assets.nhle.com/mugs/nhl/20202021/VGK/8474207.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg
2020-2021,Nick Jensen,WSH,D,133.0,53.0,,53.0,131.0,29.0,143.0,164.0,89.0,194.0,51.0,128.0,,159.0,Third Pair,53,917.26666666667,2,6,29,1990-09-21,USA,USA,73,205,2009,5,29,150,8475324.0,https://assets.nhle.com/mugs/nhl/20202021/WSH/8475324.png,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg
2020-2021,Nick Leddy,NYI,D,137.0,186.0,51.0,,149.0,164.0,188.0,196.0,40.0,140.0,49.0,155.0,,81.0,Second Pair,56,1209.05,2,13,29,1991-03-20,USA,USA,72,205,2009,1,16,16,8475181.0,https://assets.nhle.com/mugs/nhl/20202021/NYI/8475181.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2020-2021,Nicolas Beaudin,CHI,D,226.0,223.0,85.0,,226.0,223.0,227.0,10.0,226.0,15.0,117.0,139.0,,182.0,Third Pair,19,261.8,2,1,20,1999-10-09,CAN,CAN,71,168,2018,1,27,27,8480814.0,https://assets.nhle.com/mugs/nhl/20202021/CHI/8480814.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2020-2021,Nicolas Hague,VGK,D,28.0,43.0,,8.0,16.0,84.0,58.0,53.0,41.0,8.0,188.0,31.0,,108.0,Third Pair,52,831.75,5,6,21,1998-12-05,CAN,CAN,78,230,2017,2,3,34,8479980.0,https://assets.nhle.com/mugs/nhl/20202021/VGK/8479980.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg
2020-2021,Nikita Nesterov,CGY,D,192.0,191.0,,171.0,148.0,143.0,172.0,222.0,183.0,39.0,221.0,107.0,,221.0,Third Pair,38,603.51666666667,0,2,27,1993-03-28,RUS,RUS,71,191,2011,5,27,148,8476300.0,https://assets.nhle.com/mugs/nhl/20202021/CGY/8476300.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg
2020-2021,Nikita Zadorov,CHI,D,196.0,115.0,,104.0,182.0,107.0,167.0,126.0,203.0,203.0,205.0,6.0,,173.0,Second Pair,54,1039.75,1,2,25,1995-04-16,RUS,RUS,78,248,2013,1,16,16,8477507.0,https://assets.nhle.com/mugs/nhl/20202021/CHI/8477507.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2020-2021,Nikita Zaitsev,OTT,D,143.0,189.0,,134.0,95.0,192.0,169.0,190.0,106.0,193.0,136.0,47.0,,91.0,First Pair,55,1250.7,4,9,28,1991-10-29,RUS,RUS,74,192,-,-,-,-,8479458.0,https://assets.nhle.com/mugs/nhl/20202021/OTT/8479458.png,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg
2020-2021,Niklas Hjalmarsson,ARI,D,206.0,38.0,,141.0,163.0,76.0,218.0,207.0,139.0,200.0,211.0,201.0,,167.0,Third Pair,41,711.78333333333,0,4,33,1987-06-06,SWE,SWE,75,197,2005,4,17,108,8471769.0,https://assets.nhle.com/mugs/nhl/20202021/ARI/8471769.png,https://assets.nhle.com/logos/nhl/svg/ARI_light.svg
2020-2021,Niko Mikkola,STL,D,225.0,164.0,,48.0,225.0,158.0,206.0,142.0,192.0,189.0,3.0,32.0,,216.0,Third Pair,30,435.53333333333,1,1,24,1996-04-27,FIN,FIN,76,209,2015,5,6,127,8478859.0,https://assets.nhle.com/mugs/nhl/20202021/STL/8478859.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2020-2021,Nikolai Knyzhov,SJS,D,185.0,161.0,,34.0,109.0,199.0,210.0,160.0,199.0,107.0,217.0,66.0,,206.0,Third Pair,56,937.56666666667,2,3,23,1997-03-20,RUS,RUS,75,222,-,-,-,-,8481812.0,https://assets.nhle.com/mugs/nhl/20202021/SJS/8481812.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg
2020-2021,Noah Dobson,NYI,D,78.0,92.0,66.0,,96.0,137.0,77.0,72.0,105.0,9.0,28.0,138.0,,120.0,Third Pair,46,754.11666666667,3,6,20,2000-01-07,CAN,CAN,76,194,2018,1,12,12,8480865.0,https://assets.nhle.com/mugs/nhl/20202021/NYI/8480865.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2020-2021,Noah Hanifin,CGY,D,40.0,110.0,32.0,,41.0,57.0,39.0,46.0,69.0,165.0,68.0,175.0,,89.0,Second Pair,47,940.45,4,7,23,1997-01-25,USA,USA,75,207,2015,1,5,5,8478396.0,https://assets.nhle.com/mugs/nhl/20202021/CGY/8478396.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg
2020-2021,Oliver Ekman-Larsson,ARI,D,91.0,219.0,41.0,83.0,168.0,178.0,73.0,122.0,35.0,131.0,114.0,61.0,,59.0,Second Pair,46,964.51666666667,3,11,29,1991-07-17,SWE,SWE,74,200,2009,1,6,6,8475171.0,https://assets.nhle.com/mugs/nhl/20202021/ARI/8475171.png,https://assets.nhle.com/logos/nhl/svg/ARI_light.svg
2020-2021,Olli Juolevi,VAN,D,147.0,139.0,,74.0,215.0,214.0,79.0,11.0,205.0,163.0,15.0,106.0,,177.0,Third Pair,23,303.81666666667,2,1,22,1998-05-05,FIN,FIN,74,182,2016,1,5,5,8479355.0,https://assets.nhle.com/mugs/nhl/20202021/VAN/8479355.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg
2020-2021,Olli Määttä,LAK,D,180.0,162.0,,39.0,166.0,167.0,134.0,183.0,184.0,180.0,70.0,95.0,,147.0,Third Pair,41,673.9,0,1,26,1994-08-22,FIN,FIN,74,207,2012,1,22,22,8476874.0,https://assets.nhle.com/mugs/nhl/20202021/LAK/8476874.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg
2020-2021,P.K. Subban,NJD,D,48.0,199.0,61.0,124.0,70.0,156.0,49.0,90.0,60.0,206.0,175.0,153.0,,51.0,First Pair,44,983.78333333333,5,9,31,1989-05-13,CAN,CAN,72,210,2007,2,13,43,8474056.0,https://assets.nhle.com/mugs/nhl/20202021/NJD/8474056.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg
2020-2021,Patrik Nemeth,COL,D,176.0,88.0,,137.0,158.0,48.0,156.0,134.0,185.0,201.0,156.0,65.0,,149.0,Second Pair,52,936.56666666667,3,3,28,1992-02-08,SWE,SWE,76,230,2010,2,11,41,8475747.0,https://assets.nhle.com/mugs/nhl/20202021/COL/8475747.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2020-2021,Patrik Nemeth,DET,D,176.0,88.0,,137.0,158.0,48.0,156.0,134.0,185.0,201.0,156.0,65.0,,149.0,Second Pair,52,936.56666666667,3,3,28,1992-02-08,SWE,SWE,76,230,2010,2,11,41,8475747.0,https://assets.nhle.com/mugs/nhl/20202021/DET/8475747.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg
2020-2021,Philippe Myers,PHI,D,65.0,132.0,,50.0,112.0,116.0,43.0,106.0,56.0,58.0,159.0,73.0,,117.0,Second Pair,44,830.43333333333,1,5,23,1997-01-25,CAN,CAN,78,219,-,-,-,-,8479026.0,https://assets.nhle.com/mugs/nhl/20202021/PHI/8479026.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2020-2021,Quinn Hughes,VAN,D,87.0,214.0,16.0,,83.0,193.0,161.0,98.0,47.0,3.0,50.0,227.0,,36.0,First Pair,56,1277.05,3,20,20,1999-10-14,USA,USA,70,180,2018,1,7,7,8480800.0,https://assets.nhle.com/mugs/nhl/20202021/VAN/8480800.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg
2020-2021,Radim Simek,SJS,D,154.0,112.0,,21.0,43.0,147.0,211.0,110.0,189.0,92.0,21.0,29.0,,191.0,Third Pair,40,568.48333333333,2,1,27,1992-09-20,CZE,CZE,72,204,-,-,-,-,8480160.0,https://assets.nhle.com/mugs/nhl/20202021/SJS/8480160.png,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg
2020-2021,Radko Gudas,FLA,D,81.0,73.0,,57.0,51.0,81.0,31.0,127.0,174.0,122.0,64.0,2.0,,107.0,Third Pair,54,948.75,2,2,30,1990-06-05,CZE,CZE,72,208,2010,3,6,66,8475462.0,https://assets.nhle.com/mugs/nhl/20202021/FLA/8475462.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg
2020-2021,Rasmus Andersson,CGY,D,107.0,118.0,70.0,52.0,80.0,126.0,125.0,129.0,141.0,136.0,53.0,170.0,,80.0,Second Pair,56,1188.4333333333,5,8,23,1996-10-27,SWE,SWE,73,202,2015,2,23,53,8478397.0,https://assets.nhle.com/mugs/nhl/20202021/CGY/8478397.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg
2020-2021,Rasmus Dahlin,BUF,D,95.0,181.0,26.0,,135.0,130.0,110.0,78.0,77.0,28.0,56.0,88.0,,55.0,Second Pair,56,1211.1333333333,5,9,20,2000-04-13,SWE,SWE,75,202,2018,1,1,1,8480839.0,https://assets.nhle.com/mugs/nhl/20202021/BUF/8480839.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2020-2021,Rasmus Ristolainen,BUF,D,178.0,123.0,58.0,160.0,200.0,166.0,128.0,158.0,150.0,198.0,198.0,9.0,,61.0,First Pair,49,1092.0,4,7,25,1994-10-27,FIN,FIN,76,221,2013,1,8,8,8477499.0,https://assets.nhle.com/mugs/nhl/20202021/BUF/8477499.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2020-2021,Riley Stillman,FLA,D,134.0,160.0,,173.0,88.0,208.0,83.0,132.0,211.0,213.0,13.0,26.0,,164.0,Third Pair,20,308.21666666667,1,0,22,1998-03-09,CAN,CAN,73,196,2016,4,23,114,8479388.0,https://assets.nhle.com/mugs/nhl/20202021/FLA/8479388.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg
2020-2021,Riley Stillman,CHI,D,134.0,160.0,,173.0,88.0,208.0,83.0,132.0,211.0,213.0,13.0,26.0,,164.0,Third Pair,20,308.21666666667,1,0,22,1998-03-09,CAN,CAN,73,196,2016,4,23,114,8479388.0,https://assets.nhle.com/mugs/nhl/20202021/CHI/8479388.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2020-2021,Robert Bortuzzo,STL,D,155.0,9.0,,156.0,152.0,7.0,130.0,102.0,178.0,25.0,203.0,17.0,,196.0,Third Pair,40,566.51666666667,1,1,31,1989-03-18,CAN,CAN,76,216,2007,3,17,78,8474145.0,https://assets.nhle.com/mugs/nhl/20202021/STL/8474145.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2020-2021,Robert Hagg,PHI,D,139.0,101.0,,158.0,161.0,106.0,154.0,67.0,115.0,10.0,179.0,5.0,,172.0,Third Pair,34,532.65,2,2,25,1995-02-08,SWE,SWE,74,210,2013,2,11,41,8477462.0,https://assets.nhle.com/mugs/nhl/20202021/PHI/8477462.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2020-2021,Roman Josi,NSH,D,5.0,59.0,15.0,,28.0,103.0,7.0,15.0,13.0,34.0,47.0,207.0,,1.0,First Pair,47,1146.5,8,12,30,1990-06-01,CHE,CHE,73,201,2008,2,8,38,8474600.0,https://assets.nhle.com/mugs/nhl/20202021/NSH/8474600.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2020-2021,Ryan Ellis,NSH,D,6.0,52.0,34.0,38.0,18.0,80.0,66.0,52.0,1.0,41.0,8.0,198.0,,14.0,First Pair,34,809.25,5,10,29,1991-01-03,CAN,CAN,70,180,2009,1,11,11,8475176.0,https://assets.nhle.com/mugs/nhl/20202021/NSH/8475176.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2020-2021,Ryan Graves,COL,D,14.0,5.0,,60.0,33.0,28.0,9.0,33.0,19.0,171.0,208.0,55.0,,60.0,Second Pair,54,1029.0166666667,2,6,25,1995-05-21,CAN,CAN,77,220,2013,4,19,110,8477435.0,https://assets.nhle.com/mugs/nhl/20202021/COL/8477435.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2020-2021,Ryan Lindgren,NYR,D,157.0,98.0,,114.0,136.0,87.0,166.0,191.0,120.0,146.0,93.0,59.0,,155.0,Second Pair,51,1019.7333333333,1,5,22,1998-02-11,USA,USA,72,190,2016,2,19,49,8479324.0,https://assets.nhle.com/mugs/nhl/20202021/NYR/8479324.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg
2020-2021,Ryan McDonagh,TBL,D,71.0,25.0,,54.0,53.0,52.0,112.0,82.0,49.0,175.0,102.0,140.0,,72.0,Second Pair,50,1094.7666666667,4,5,31,1989-06-13,USA,USA,73,215,2007,1,12,12,8474151.0,https://assets.nhle.com/mugs/nhl/20202021/TBL/8474151.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg
2020-2021,Ryan Murray,NJD,D,169.0,54.0,,110.0,145.0,117.0,219.0,181.0,95.0,178.0,87.0,188.0,,106.0,Second Pair,48,893.46666666667,0,4,26,1993-09-27,CAN,CAN,73,206,2012,1,2,2,8476850.0,https://assets.nhle.com/mugs/nhl/20202021/NJD/8476850.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg
2020-2021,Ryan Pulock,NYI,D,45.0,47.0,74.0,18.0,64.0,62.0,34.0,139.0,45.0,210.0,45.0,79.0,,32.0,First Pair,56,1256.9166666667,2,10,25,1994-10-06,CAN,CAN,74,216,2013,1,15,15,8477506.0,https://assets.nhle.com/mugs/nhl/20202021/NYI/8477506.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2020-2021,Ryan Suter,MIN,D,88.0,83.0,49.0,121.0,42.0,94.0,157.0,128.0,78.0,48.0,80.0,197.0,,64.0,First Pair,56,1242.2833333333,3,10,35,1985-01-21,USA,USA,73,205,2003,1,7,7,8470600.0,https://assets.nhle.com/mugs/nhl/20202021/MIN/8470600.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2020-2021,Sami Vatanen,DAL,D,77.0,71.0,,115.0,106.0,112.0,63.0,66.0,135.0,129.0,155.0,147.0,,88.0,Third Pair,39,663.6,2,4,29,1991-06-03,FIN,FIN,70,185,2009,4,15,106,8475222.0,https://assets.nhle.com/mugs/nhl/20202021/DAL/8475222.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg
2020-2021,Sami Vatanen,NJD,D,77.0,71.0,,115.0,106.0,112.0,63.0,66.0,135.0,129.0,155.0,147.0,,88.0,Third Pair,39,663.6,2,4,29,1991-06-03,FIN,FIN,70,185,2009,4,15,106,8475222.0,https://assets.nhle.com/mugs/nhl/20202021/NJD/8475222.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg
2020-2021,Samuel Girard,COL,D,29.0,42.0,37.0,49.0,4.0,10.0,126.0,76.0,20.0,17.0,2.0,200.0,,47.0,First Pair,48,1114.2,5,16,22,1998-05-12,CAN,CAN,70,170,2016,2,17,47,8479398.0,https://assets.nhle.com/mugs/nhl/20202021/COL/8479398.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2020-2021,Scott Mayfield,NYI,D,93.0,96.0,,84.0,139.0,113.0,78.0,118.0,82.0,181.0,167.0,86.0,,90.0,Second Pair,56,1090.75,2,7,27,1992-10-14,USA,USA,77,220,2011,2,4,34,8476429.0,https://assets.nhle.com/mugs/nhl/20202021/NYI/8476429.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2020-2021,Sean Walker,LAK,D,37.0,168.0,62.0,47.0,81.0,196.0,20.0,36.0,79.0,124.0,164.0,141.0,,68.0,Second Pair,47,853.9,5,4,25,1994-11-13,CAN,CAN,71,195,-,-,-,-,8480336.0,https://assets.nhle.com/mugs/nhl/20202021/LAK/8480336.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg
2020-2021,Seth Jones,CBJ,D,90.0,81.0,71.0,22.0,154.0,129.0,29.0,137.0,130.0,40.0,141.0,104.0,,16.0,First Pair,56,1410.9,5,8,25,1994-10-03,USA,USA,76,213,2013,1,4,4,8477495.0,https://assets.nhle.com/mugs/nhl/20202021/CBJ/8477495.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2020-2021,Shayne Gostisbehere,PHI,D,104.0,106.0,19.0,,117.0,67.0,97.0,59.0,151.0,2.0,4.0,217.0,,48.0,Second Pair,41,817.55,9,5,27,1993-04-20,USA,USA,71,180,2012,3,17,78,8476906.0,https://assets.nhle.com/mugs/nhl/20202021/PHI/8476906.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
