Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID
2024-2025,Ty Emberson,EDM,D,158.0,29.0,,51.0,187.0,113.0,144.0,183.0,69.0,198.0,19.0,20.0,,169.0,Third Pair,76,1148.6166666667,2,7,24,2000-05-23,USA,USA,73,195,2018,3,11,73,8480834.0
2024-2025,Tyler Kleven,OTT,D,223.0,31.0,,,236.0,62.0,119.0,93.0,230.0,36.0,30.0,56.0,,198.0,Third Pair,79,1142.7833333333,4,3,22,2002-01-10,USA,USA,76,200,2020,2,13,44,8482095.0
2024-2025,Tyler Myers,VAN,D,95.0,33.0,,110.0,167.0,109.0,116.0,126.0,28.0,210.0,233.0,102.0,,84.0,Second Pair,71,1476.2166666667,6,9,34,1990-02-01,USA,CAN,80,229,2008,1,12,12,8474574.0
2024-2025,Tyler Tucker,STL,D,200.0,21.0,,129.0,221.0,37.0,145.0,58.0,152.0,80.0,217.0,12.0,,216.0,Third Pair,38,553.91666666667,3,1,24,2000-03-01,CAN,CAN,73,204,2018,7,14,200,8481006.0
2024-2025,Urho Vaakanainen,NYR,D,177.0,179.0,,165.0,217.0,138.0,172.0,179.0,53.0,221.0,48.0,195.0,,180.0,Third Pair,51,836.95,2,6,25,1999-01-01,FIN,FIN,74,200,2017,1,18,18,8480001.0
2024-2025,Uvis Balinskis,FLA,D,112.0,25.0,16.0,,101.0,5.0,76.0,71.0,205.0,29.0,11.0,72.0,,207.0,Third Pair,76,1128.8,4,7,28,1996-08-01,Lat,,72,196,-,-,-,-,8484304.0
2024-2025,Victor Hedman,TBL,D,10.0,181.0,13.0,102.0,28.0,135.0,27.0,7.0,9.0,21.0,115.0,179.0,,7.0,First Pair,79,1823.3,15,26,33,1990-12-18,SWE,SWE,79,244,2009,1,2,2,8475167.0
2024-2025,Victor Mancini,NYR,D,227.0,232.0,,,229.0,227.0,160.0,160.0,212.0,38.0,166.0,77.0,,151.0,Third Pair,31,474.46666666667,2,2,22,2002-05-26,USA,,75,215,2022,5,30,159,
2024-2025,Vince Dunn,SEA,D,28.0,216.0,50.0,,53.0,172.0,37.0,24.0,21.0,70.0,80.0,187.0,,27.0,First Pair,62,1368.9,11,12,27,1996-10-29,CAN,CAN,72,200,2015,2,26,56,8478407.0
2024-2025,Vincent Desharnais,SJS,D,235.0,27.0,,3.0,201.0,21.0,228.0,238.0,237.0,100.0,206.0,34.0,,222.0,Third Pair,51,811.86666666667,0,0,28,1996-05-29,CAN,CAN,78,215,2016,7,2,183,8479576.0
2024-2025,Vladislav Gavrikov,LAK,D,85.0,24.0,,78.0,67.0,12.0,109.0,112.0,120.0,197.0,130.0,193.0,,87.0,First Pair,82,1893.1,5,9,28,1995-11-21,RUS,RUS,75,221,2015,6,8,159,8478882.0
2024-2025,Vladislav Kolyachonok,PIT,D,80.0,231.0,,,49.0,137.0,219.0,61.0,86.0,34.0,202.0,114.0,,223.0,Third Pair,35,455.6,2,3,23,2001-05-26,BLR,BLR,73,193,2019,2,21,52,8481609.0
2024-2025,Will Borgen,NYR,D,155.0,156.0,,95.0,185.0,202.0,128.0,143.0,119.0,230.0,71.0,39.0,,153.0,Third Pair,84,1434.85,5,4,27,1996-12-19,USA,USA,75,204,2015,4,1,92,8478840.0
2024-2025,Wyatt Kaiser,CHI,D,224.0,149.0,,55.0,215.0,184.0,173.0,173.0,221.0,192.0,81.0,143.0,,156.0,Second Pair,57,1032.6666666667,4,2,22,2002-07-31,USA,USA,72,173,2020,3,19,81,8482176.0
2024-2025,Zac Jones,NYR,D,110.0,150.0,73.0,,142.0,139.0,114.0,176.0,108.0,51.0,212.0,158.0,,165.0,Third Pair,46,793.68333333333,1,4,23,2000-10-18,USA,USA,70,178,2019,3,6,68,8481708.0
2024-2025,Zach Bogosian,MIN,D,135.0,151.0,,109.0,171.0,111.0,95.0,118.0,127.0,144.0,224.0,65.0,,191.0,Third Pair,81,1280.3666666667,4,6,34,1990-07-15,USA,USA,74,222,2008,1,3,3,8474567.0
2024-2025,Zach Werenski,CBJ,D,1.0,199.0,18.0,132.0,21.0,211.0,2.0,2.0,1.0,56.0,18.0,237.0,,2.0,First Pair,81,2166.3666666667,23,32,27,1997-07-19,USA,USA,74,213,2015,1,8,8,8478460.0
2024-2025,Zach Whitecloud,VGK,D,136.0,42.0,,24.0,126.0,63.0,156.0,111.0,142.0,128.0,89.0,42.0,,155.0,Third Pair,74,1295.8,4,5,27,1996-11-28,CAN,CAN,74,207,-,-,-,-,8480727.0
