Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,plm_rank,zon_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position,Player ID,Headshot URL,Team URL
2024-2025,Ivan Ivan,COL,F,429.0,242.0,175.0,,416.0,20.0,419.0,345.0,434.0,386.0,402.0,383.0,173.0,411.0,Fourth Line,40,401.5,5,1,22,2002-08-20,CZE,,72,190,-,-,-,-,,,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2024-2025,J.T. Compher,DET,F,342.0,203.0,128.0,172.0,340.0,292.0,409.0,361.0,231.0,273.0,208.0,382.0,161.0,191.0,Second Line,76,1267.7666666667,11,12,29,1995-04-08,USA,USA,72,190,2013,2,5,35,8477456.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8477456.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg
2024-2025,J.T. Miller,NYR,F,108.0,220.0,26.0,166.0,191.0,205.0,261.0,129.0,29.0,254.0,358.0,78.0,11.0,29.0,First Line,72,1310.4166666667,22,31,31,1993-03-14,USA,USA,73,218,2011,1,15,15,8476468.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8476468.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg
2024-2025,JJ Peterka,BUF,F,79.0,424.0,238.0,,133.0,384.0,83.0,51.0,164.0,86.0,93.0,408.0,,100.0,First Line,77,1400.1666666667,27,18,22,2002-01-14,DEU,DEU,72,189,2020,2,3,34,,,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2024-2025,Jack Drury,COL,F,247.0,6.0,139.0,71.0,80.0,5.0,157.0,339.0,346.0,120.0,346.0,314.0,19.0,306.0,Fourth Line,72,930.21666666667,8,5,24,2000-02-03,USA,USA,71,174,2018,2,11,42,8480835.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8480835.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2024-2025,Jack Eichel,VGK,F,28.0,191.0,35.0,146.0,68.0,202.0,31.0,33.0,72.0,79.0,18.0,412.0,162.0,9.0,First Line,77,1581.0833333333,28,27,27,1996-10-28,USA,USA,74,207,2015,1,2,2,8478403.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478403.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg
2024-2025,Jack Hughes,NJD,F,10.0,198.0,10.0,37.0,27.0,102.0,7.0,40.0,20.0,10.0,24.0,439.0,185.0,8.0,First Line,62,1295.85,27,29,23,2001-05-14,USA,USA,71,175,2019,1,1,1,8481559.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8481559.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg
2024-2025,Jack McBain,UTA,F,224.0,189.0,,114.0,174.0,163.0,378.0,219.0,138.0,286.0,360.0,15.0,110.0,310.0,Third Line,82,1112.9833333333,13,8,24,2000-01-06,CAN,CAN,75,201,2018,3,1,63,8480855.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8480855.png,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg
2024-2025,Jack Quinn,BUF,F,137.0,383.0,186.0,,177.0,368.0,161.0,64.0,198.0,69.0,156.0,292.0,,164.0,Third Line,74,1099.8833333333,15,13,22,2001-09-19,CAN,CAN,73,185,2020,1,8,8,8482097.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8482097.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2024-2025,Jack Roslovic,CAR,F,91.0,364.0,220.0,,61.0,297.0,132.0,93.0,175.0,68.0,124.0,417.0,65.0,197.0,Third Line,81,1119.5166666667,22,9,27,1997-01-29,USA,USA,73,200,2015,1,25,25,8478458.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8478458.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg
2024-2025,Jackson Blake,CAR,F,109.0,48.0,138.0,,55.0,4.0,243.0,120.0,110.0,44.0,76.0,420.0,,243.0,Third Line,80,1107.6666666667,17,12,21,2003-08-03,USA,,70,152,2021,4,13,109,8482809.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8482809.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg
2024-2025,Jaden Schwartz,SEA,F,213.0,140.0,167.0,,232.0,217.0,123.0,188.0,262.0,221.0,252.0,337.0,,127.0,Second Line,81,1448.5,26,11,32,1992-06-25,CAN,CAN,70,185,2010,1,14,14,8475768.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8475768.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg
2024-2025,Jake DeBrusk,VAN,F,229.0,122.0,52.0,,218.0,174.0,158.0,134.0,327.0,165.0,86.0,203.0,,116.0,Second Line,82,1365.2333333333,28,8,27,1996-10-17,CAN,CAN,72,197,2015,1,14,14,8478498.0,https://assets.nhle.com/mugs/nhl/20242025/VAN/8478498.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg
2024-2025,Jake Evans,MTL,F,350.0,339.0,,152.0,297.0,340.0,424.0,405.0,206.0,419.0,32.0,176.0,31.0,286.0,Second Line,82,1275.4,13,17,28,1996-06-02,CAN,CAN,72,186,2014,7,27,207,8478133.0,https://assets.nhle.com/mugs/nhl/20242025/MTL/8478133.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg
2024-2025,Jake Guentzel,TBL,F,25.0,271.0,40.0,,21.0,245.0,92.0,46.0,64.0,33.0,54.0,381.0,111.0,20.0,First Line,80,1599.4166666667,41,21,29,1994-10-06,USA,USA,71,180,2013,3,16,77,8477404.0,https://assets.nhle.com/mugs/nhl/20242025/TBL/8477404.png,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg
2024-2025,Jake Neighbours,STL,F,257.0,228.0,123.0,,318.0,356.0,310.0,112.0,324.0,185.0,110.0,111.0,,173.0,Second Line,82,1303.3666666667,22,15,22,2002-03-29,CAN,CAN,72,201,2020,1,26,26,8482089.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8482089.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2024-2025,Jakob Pelletier,PHI,F,267.0,209.0,,,306.0,86.0,341.0,153.0,170.0,199.0,260.0,206.0,,329.0,Fourth Line,49,566.25,7,5,23,2001-03-07,CAN,CAN,69,170,2019,1,26,26,8481592.0,https://assets.nhle.com/mugs/nhl/20242025/PHI/8481592.png,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg
2024-2025,Jakub Lauko,BOS,F,431.0,165.0,,112.0,439.0,251.0,410.0,416.0,395.0,410.0,399.0,38.0,,406.0,Fourth Line,56,599.98333333333,5,3,24,2000-03-28,CZE,CZE,72,196,2018,3,15,77,8480880.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8480880.png,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg
2024-2025,Jakub Vrana,NSH,F,322.0,437.0,,,391.0,430.0,247.0,196.0,241.0,11.0,257.0,311.0,,318.0,Fourth Line,39,403.66666666667,9,3,28,1996-02-28,CZE,CZE,72,190,2014,1,13,13,8477944.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8477944.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2024-2025,James van Riemsdyk,CBJ,F,117.0,353.0,200.0,,172.0,307.0,211.0,133.0,30.0,189.0,240.0,360.0,,225.0,Fourth Line,71,880.36666666667,16,11,35,1989-05-04,USA,USA,75,208,2007,1,2,2,8474037.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8474037.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2024-2025,Jamie Benn,DAL,F,46.0,343.0,60.0,,45.0,370.0,141.0,62.0,41.0,170.0,281.0,154.0,26.0,122.0,Third Line,80,1224.1,16,22,35,1989-07-18,CAN,CAN,74,205,2007,5,8,129,8473994.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8473994.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg
2024-2025,Jansen Harkins,ANA,F,425.0,261.0,,51.0,424.0,313.0,376.0,434.0,369.0,433.0,39.0,53.0,92.0,429.0,Fourth Line,62,677.5,2,1,27,1997-05-23,USA,USA,73,182,2015,2,17,47,8478424.0,https://assets.nhle.com/mugs/nhl/20242025/ANA/8478424.png,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg
2024-2025,Jared McCann,SEA,F,76.0,253.0,102.0,67.0,239.0,259.0,79.0,87.0,35.0,174.0,10.0,322.0,,85.0,Second Line,82,1411.2833333333,22,26,28,1996-05-31,CAN,CAN,73,191,2014,1,24,24,8477955.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8477955.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg
2024-2025,Jason Dickinson,CHI,F,396.0,68.0,,117.0,410.0,206.0,381.0,259.0,408.0,399.0,279.0,137.0,77.0,275.0,Second Line,59,926.25,7,4,29,1995-07-04,CAN,CAN,74,200,2013,1,29,29,8477450.0,https://assets.nhle.com/mugs/nhl/20242025/CHI/8477450.png,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2024-2025,Jason Robertson,DAL,F,31.0,244.0,38.0,,58.0,134.0,97.0,26.0,39.0,207.0,80.0,308.0,,27.0,Second Line,82,1459.0666666667,35,22,25,1999-07-22,USA,USA,75,200,2017,2,8,39,8480027.0,https://assets.nhle.com/mugs/nhl/20242025/DAL/8480027.png,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg
2024-2025,Jason Zucker,BUF,F,86.0,410.0,87.0,,160.0,367.0,75.0,157.0,37.0,257.0,247.0,181.0,,126.0,Second Line,73,1167.55,21,24,32,1992-01-16,USA,USA,71,192,2010,2,29,59,8475722.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8475722.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2024-2025,Jean-Gabriel Pageau,NYI,F,219.0,193.0,264.0,144.0,94.0,281.0,336.0,293.0,181.0,371.0,85.0,104.0,8.0,193.0,Second Line,79,1342.7833333333,14,17,31,1992-11-11,CAN,CAN,71,185,2011,4,5,96,8476419.0,https://assets.nhle.com/mugs/nhl/20242025/NYI/8476419.png,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg
2024-2025,Jeff Skinner,EDM,F,33.0,318.0,196.0,,96.0,274.0,29.0,24.0,66.0,60.0,64.0,348.0,,141.0,Fourth Line,72,935.98333333333,16,10,32,1992-05-16,CAN,CAN,71,197,2010,1,7,7,8475784.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8475784.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg
2024-2025,Jesper Boqvist,FLA,F,295.0,110.0,,10.0,250.0,65.0,334.0,245.0,316.0,157.0,146.0,87.0,,353.0,Fourth Line,78,1033.1833333333,12,6,25,1998-10-30,SWE,SWE,72,180,2017,2,5,36,8480003.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8480003.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg
2024-2025,Jesper Bratt,NJD,F,15.0,293.0,37.0,30.0,10.0,199.0,82.0,128.0,5.0,36.0,71.0,274.0,,39.0,First Line,81,1534.8,21,36,26,1998-07-30,SWE,SWE,70,175,2016,6,11,162,8479407.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8479407.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg
2024-2025,Jesperi Kotkaniemi,CAR,F,121.0,141.0,252.0,,29.0,45.0,195.0,179.0,152.0,56.0,400.0,240.0,63.0,262.0,Third Line,78,1096.6166666667,12,10,24,2000-07-06,FIN,FIN,74,201,2018,1,3,3,8480829.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8480829.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg
2024-2025,Jesse Puljujarvi,FLA,F,180.0,421.0,229.0,,155.0,389.0,98.0,189.0,147.0,297.0,349.0,50.0,,312.0,Fourth Line,31,365.26666666667,4,2,26,1998-05-07,SWE,FIN,76,201,2016,1,4,4,,,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg
2024-2025,Jimmy Vesey,COL,F,336.0,285.0,,,315.0,248.0,288.0,249.0,375.0,421.0,104.0,216.0,,381.0,Fourth Line,43,457.85,5,3,31,1993-05-26,USA,USA,75,202,2012,3,5,66,8476918.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8476918.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2024-2025,Jiri Kulich,BUF,F,103.0,369.0,256.0,,167.0,412.0,65.0,37.0,270.0,209.0,231.0,318.0,152.0,209.0,Third Line,62,917.15,15,5,20,2004-04-14,CZE,CZE,71,172,2022,1,28,28,,,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2024-2025,Joe Veleno,CHI,F,390.0,249.0,,,377.0,286.0,373.0,319.0,382.0,300.0,203.0,114.0,130.0,349.0,Fourth Line,74,896.75,8,3,24,2000-01-13,CAN,CAN,73,203,2018,1,30,30,,,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg
2024-2025,Joel Armia,MTL,F,281.0,286.0,,143.0,351.0,308.0,171.0,272.0,201.0,376.0,369.0,223.0,,257.0,Third Line,81,1158.4666666667,11,13,31,1993-05-31,FIN,FIN,75,216,2011,1,16,16,8476469.0,https://assets.nhle.com/mugs/nhl/20242025/MTL/8476469.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg
2024-2025,Joel Eriksson Ek,MIN,F,107.0,36.0,36.0,171.0,131.0,52.0,41.0,118.0,212.0,312.0,200.0,143.0,140.0,51.0,First Line,46,909.25,14,9,27,1997-01-29,SWE,SWE,75,207,2015,1,20,20,8478493.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8478493.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2024-2025,Joel Farabee,CGY,F,138.0,254.0,271.0,,145.0,280.0,104.0,165.0,143.0,186.0,225.0,227.0,,201.0,Third Line,81,1207.9833333333,11,9,24,2000-02-25,USA,USA,72,183,2018,1,14,14,8480797.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8480797.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg
2024-2025,Joel Kiviranta,COL,F,348.0,16.0,,56.0,325.0,28.0,352.0,222.0,412.0,394.0,266.0,123.0,,373.0,Fourth Line,79,989.23333333333,16,4,28,1996-03-23,FIN,FIN,71,185,-,-,-,-,8481641.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8481641.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2024-2025,John Beecher,BOS,F,428.0,173.0,,91.0,437.0,311.0,431.0,388.0,393.0,439.0,330.0,92.0,38.0,404.0,Fourth Line,78,880.11666666667,3,7,23,2001-04-05,USA,USA,75,215,2019,1,30,30,8481556.0,https://assets.nhle.com/mugs/nhl/20242025/BOS/8481556.png,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg
2024-2025,John Tavares,TOR,F,56.0,269.0,13.0,,159.0,265.0,96.0,28.0,42.0,228.0,345.0,184.0,3.0,26.0,First Line,75,1366.9166666667,38,20,33,1990-09-20,CAN,CAN,73,216,2009,1,1,1,8475166.0,https://assets.nhle.com/mugs/nhl/20242025/TOR/8475166.png,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg
2024-2025,Jonah Gadjovich,FLA,F,285.0,22.0,,,233.0,47.0,138.0,209.0,380.0,119.0,388.0,9.0,,419.0,Fringe,42,354.91666666667,4,0,25,1998-10-12,CAN,CAN,74,209,2017,2,24,55,8479981.0,https://assets.nhle.com/mugs/nhl/20242025/FLA/8479981.png,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg
2024-2025,Jonatan Berggren,DET,F,378.0,386.0,243.0,,394.0,335.0,387.0,331.0,340.0,214.0,53.0,347.0,,356.0,Fourth Line,75,973.28333333333,12,8,24,2000-07-16,SWE,SWE,71,197,2018,2,2,33,8481013.0,https://assets.nhle.com/mugs/nhl/20242025/DET/8481013.png,https://assets.nhle.com/logos/nhl/svg/DET_light.svg
2024-2025,Jonathan Drouin,COL,F,156.0,204.0,157.0,,28.0,178.0,408.0,266.0,101.0,46.0,276.0,400.0,,131.0,First Line,43,781.85,11,15,29,1995-03-28,CAN,CAN,71,198,2013,1,3,3,8477494.0,https://assets.nhle.com/mugs/nhl/20242025/COL/8477494.png,https://assets.nhle.com/logos/nhl/svg/COL_light.svg
2024-2025,Jonathan Huberdeau,CGY,F,187.0,283.0,106.0,59.0,74.0,244.0,345.0,285.0,154.0,37.0,175.0,320.0,,106.0,First Line,81,1582.9,28,26,31,1993-06-04,CAN,CAN,73,200,2011,1,3,3,8476456.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8476456.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg
2024-2025,Jonathan Marchessault,NSH,F,111.0,396.0,78.0,,178.0,315.0,63.0,58.0,224.0,29.0,336.0,252.0,,73.0,Second Line,78,1402.2,21,19,33,1990-12-27,CAN,CAN,69,183,-,-,-,-,8476539.0,https://assets.nhle.com/mugs/nhl/20242025/NSH/8476539.png,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg
2024-2025,Jonny Brodzinski,NYR,F,221.0,284.0,,,356.0,358.0,105.0,68.0,281.0,313.0,108.0,319.0,101.0,290.0,Fourth Line,51,595.43333333333,12,3,31,1993-06-19,USA,USA,72,212,2013,5,27,148,8477380.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8477380.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg
2024-2025,Jordan Eberle,SEA,F,125.0,164.0,207.0,,198.0,295.0,186.0,216.0,21.0,285.0,265.0,407.0,,146.0,Second Line,42,683.05,9,16,34,1990-05-15,CAN,CAN,71,190,2008,1,22,22,8474586.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8474586.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg
2024-2025,Jordan Greenway,BUF,F,293.0,270.0,,101.0,221.0,278.0,268.0,332.0,282.0,208.0,286.0,61.0,,296.0,Third Line,34,512.51666666667,3,4,27,1997-02-16,USA,USA,78,231,2015,2,20,50,8478413.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8478413.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2024-2025,Jordan Kyrou,STL,F,26.0,275.0,92.0,,197.0,171.0,18.0,7.0,77.0,102.0,84.0,393.0,,45.0,Second Line,82,1433.5666666667,36,20,26,1998-05-05,CAN,CAN,73,196,2016,2,5,35,8479385.0,https://assets.nhle.com/mugs/nhl/20242025/STL/8479385.png,https://assets.nhle.com/logos/nhl/svg/STL_light.svg
2024-2025,Jordan Martinook,CAR,F,72.0,25.0,,15.0,17.0,10.0,125.0,149.0,114.0,250.0,344.0,241.0,,226.0,Third Line,79,1208.4333333333,15,14,32,1992-07-25,CAN,CAN,72,196,2012,2,28,58,8476921.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8476921.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg
2024-2025,Jordan Staal,CAR,F,88.0,61.0,,64.0,9.0,8.0,215.0,169.0,180.0,270.0,361.0,126.0,4.0,240.0,Third Line,75,1157.8,13,15,35,1988-09-10,CAN,CAN,76,220,2006,1,2,2,8473533.0,https://assets.nhle.com/mugs/nhl/20242025/CAR/8473533.png,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg
2024-2025,Josh Anderson,MTL,F,264.0,391.0,,139.0,244.0,409.0,200.0,185.0,345.0,338.0,341.0,86.0,,273.0,Third Line,81,1159.8833333333,15,8,30,1994-05-07,CAN,CAN,75,218,2012,4,4,95,8476981.0,https://assets.nhle.com/mugs/nhl/20242025/MTL/8476981.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg
2024-2025,Josh Doan,UTA,F,168.0,45.0,254.0,,97.0,2.0,124.0,359.0,69.0,138.0,176.0,246.0,,287.0,Third Line,51,689.45,7,8,22,2002-02-01,USA,,73,183,2021,2,5,37,8482659.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8482659.png,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg
2024-2025,Josh Doan,UTA,F,168.0,45.0,254.0,,97.0,2.0,124.0,359.0,69.0,138.0,176.0,246.0,,287.0,Third Line,51,689.45,7,8,22,2002-02-01,USA,,73,183,2021,2,5,37,8482659.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8482659.png,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg
2024-2025,Josh Norris,BUF,F,332.0,312.0,151.0,124.0,304.0,400.0,309.0,114.0,426.0,357.0,238.0,89.0,43.0,118.0,First Line,56,1027.4,21,9,25,1999-05-05,USA,USA,74,195,2017,1,19,19,8480064.0,https://assets.nhle.com/mugs/nhl/20242025/BUF/8480064.png,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg
2024-2025,Juraj Slafkovsky,MTL,F,196.0,350.0,206.0,,120.0,394.0,307.0,197.0,247.0,106.0,356.0,96.0,,138.0,Second Line,79,1370.5666666667,18,16,20,2004-03-30,SVK,SVK,75,238,2022,1,1,1,,,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg
2024-2025,Justin Brazeau,MIN,F,340.0,301.0,217.0,,313.0,312.0,347.0,352.0,259.0,293.0,105.0,121.0,,341.0,Fourth Line,76,901.71666666667,11,8,26,1998-02-02,CAN,,77,220,-,-,-,-,8479638.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8479638.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2024-2025,Justin Danforth,CBJ,F,258.0,299.0,,174.0,246.0,385.0,262.0,262.0,234.0,346.0,403.0,109.0,93.0,271.0,Third Line,61,877.45,9,7,31,1993-03-15,CAN,CAN,69,190,-,-,-,-,8479941.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8479941.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2024-2025,Justin Dowling,NJD,F,434.0,153.0,,,406.0,108.0,428.0,436.0,410.0,100.0,261.0,197.0,113.0,432.0,Fourth Line,52,531.58333333333,2,2,33,1990-10-01,CAN,CAN,70,180,-,-,-,-,8475413.0,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475413.png,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg
2024-2025,Juuso Parssinen,NYR,F,389.0,201.0,,,368.0,330.0,426.0,304.0,383.0,140.0,302.0,102.0,135.0,335.0,Fourth Line,48,505.68333333333,6,5,23,2001-02-01,FIN,FIN,75,212,2019,7,24,210,8481704.0,https://assets.nhle.com/mugs/nhl/20242025/NYR/8481704.png,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg
2024-2025,Kaapo Kakko,SEA,F,210.0,295.0,247.0,,209.0,219.0,278.0,267.0,125.0,147.0,202.0,303.0,,235.0,Second Line,79,1233.6833333333,14,19,23,2001-02-13,FIN,FIN,74,206,2019,1,2,2,8481554.0,https://assets.nhle.com/mugs/nhl/20242025/SEA/8481554.png,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg
2024-2025,Kasperi Kapanen,EDM,F,335.0,337.0,,,280.0,273.0,326.0,383.0,294.0,259.0,116.0,170.0,,375.0,Fourth Line,67,798.61666666667,6,6,28,1996-07-23,FIN,FIN,73,194,2014,1,22,22,8477953.0,https://assets.nhle.com/mugs/nhl/20242025/EDM/8477953.png,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg
2024-2025,Keegan Kolesar,VGK,F,313.0,84.0,,,240.0,132.0,361.0,289.0,311.0,369.0,339.0,28.0,,333.0,Fourth Line,82,1081.9,12,9,27,1997-04-08,CAN,CAN,74,217,2015,3,8,69,8478434.0,https://assets.nhle.com/mugs/nhl/20242025/VGK/8478434.png,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg
2024-2025,Kent Johnson,CBJ,F,166.0,313.0,126.0,,222.0,267.0,287.0,78.0,209.0,101.0,268.0,435.0,,136.0,Second Line,68,1175.9833333333,24,17,21,2002-10-18,CAN,CAN,72,175,2021,1,5,5,8482660.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8482660.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2024-2025,Kevin Fiala,LAK,F,55.0,176.0,67.0,,71.0,26.0,42.0,100.0,107.0,253.0,316.0,306.0,,53.0,First Line,81,1499.6,35,14,28,1996-07-22,CHE,CHE,70,204,2014,1,11,11,8477942.0,https://assets.nhle.com/mugs/nhl/20242025/LAK/8477942.png,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg
2024-2025,Kevin Hayes,PIT,F,170.0,306.0,184.0,,188.0,242.0,102.0,132.0,202.0,364.0,50.0,265.0,55.0,249.0,Fourth Line,64,771.03333333333,13,4,32,1992-05-08,USA,USA,77,216,2010,1,24,24,8475763.0,https://assets.nhle.com/mugs/nhl/20242025/PIT/8475763.png,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg
2024-2025,Kevin Labanc,CBJ,F,315.0,227.0,,,205.0,272.0,227.0,401.0,309.0,319.0,408.0,186.0,,343.0,Fourth Line,34,356.81666666667,2,2,28,1995-12-12,USA,USA,71,185,2014,6,21,171,8478099.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8478099.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
2024-2025,Kevin Rooney,CGY,F,416.0,180.0,,132.0,380.0,282.0,375.0,333.0,429.0,408.0,52.0,60.0,129.0,409.0,Fourth Line,70,659.16666666667,5,2,31,1993-05-21,USA,USA,74,190,-,-,-,-,8479291.0,https://assets.nhle.com/mugs/nhl/20242025/CGY/8479291.png,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg
2024-2025,Kevin Stenlund,UTA,F,341.0,63.0,,122.0,319.0,116.0,300.0,292.0,400.0,406.0,418.0,255.0,13.0,309.0,Third Line,82,1176.7833333333,14,8,27,1996-09-20,SWE,SWE,77,215,2015,2,28,58,8478831.0,https://assets.nhle.com/mugs/nhl/20242025/UTA/8478831.png,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg
2024-2025,Kiefer Sherwood,VAN,F,128.0,161.0,261.0,49.0,266.0,153.0,100.0,88.0,111.0,351.0,263.0,2.0,,211.0,Third Line,78,1161.35,19,14,29,1995-03-31,USA,USA,72,194,-,-,-,-,8480748.0,https://assets.nhle.com/mugs/nhl/20242025/VAN/8480748.png,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg
2024-2025,Kirby Dach,MTL,F,374.0,425.0,267.0,,334.0,425.0,322.0,274.0,428.0,13.0,191.0,134.0,160.0,263.0,Second Line,57,893.41666666667,10,3,23,2001-01-21,CAN,CAN,76,212,2019,1,3,3,8481523.0,https://assets.nhle.com/mugs/nhl/20242025/MTL/8481523.png,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg
2024-2025,Kirill Kaprizov,MIN,F,36.0,205.0,3.0,,102.0,44.0,101.0,53.0,17.0,48.0,109.0,396.0,,7.0,First Line,41,921.15,25,22,27,1997-04-26,RUS,RUS,70,202,2015,5,14,135,8478864.0,https://assets.nhle.com/mugs/nhl/20242025/MIN/8478864.png,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg
2024-2025,Kirill Marchenko,CBJ,F,67.0,251.0,75.0,,98.0,305.0,90.0,42.0,129.0,96.0,57.0,345.0,,82.0,First Line,79,1468.0666666667,31,29,24,2000-07-21,RUS,RUS,75,197,2018,2,18,49,8480893.0,https://assets.nhle.com/mugs/nhl/20242025/CBJ/8480893.png,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg
